,1995-1998,ticker,company,1996-1999,ticker,company,1997-2000,ticker,company,1998-2001,ticker,company,1999-2002,ticker,company,2000-2003,ticker,company,2001-2004,ticker,company,2002-2005,ticker,company,2003-2006,ticker,company,2004-2007,ticker,company,2005-2008,ticker,company,2006-2009,ticker,company,2007-2010,ticker,company,2008-2011,ticker,company,2009-2012,ticker,company,2010-2013,ticker,company,2011-2014,ticker,company,2012-2015,ticker,company,2013-2016,ticker,company,2014-2017,ticker,company,2015-2018,ticker,company
465,,,,,,,,,,,,,-73.33%,ALGN,Align Technology,-84.80%,INCY,Incyte,-61.58%,IVZ,Invesco Ltd.,-30.20%,KSS,Kohl's,4.29%,IP,International Paper,-2.36%,MMM,3M Company,-4.57%,XRX,Xerox Corp.,22.88%,HES,Hess Corporation,-16.17%,SYMC,Symantec Corp.,80.08%,AN,AutoNation Inc,48.01%,SCG,SCANA Corp,27.56%,MRK,Merck & Co.,81.16%,ACN,Accenture plc,30.47%,BBBY,Bed Bath & Beyond,-34.25%,LIFE,Life Technologies,21.76%,SRE,Sempra Energy,61.75%,LLL,L-3 Communications Holdings
466,,,,,,,,,,,,,-73.94%,RHT,Red Hat Inc.,-86.12%,GRA,W.R. Grace,-61.92%,MU,Micron Technology,-31.13%,PKI,PerkinElmer,1.08%,IFF,Intl Flavors & Fragrances,-2.75%,FL,Foot Locker Inc,-5.12%,WLTW,Willis Towers Watson,18.20%,OKE,ONEOK,-16.31%,BBY,Best Buy Co. Inc.,76.30%,MAA,Mid-America Apartments,46.88%,CVS,CVS Health,27.29%,NSC,Norfolk Southern Corp.,78.52%,HP,Helmerich & Payne,30.45%,NAVI,Navient,-34.97%,TPR,"Tapestry, Inc.",21.59%,PSX,Phillips 66,61.68%,MO,Altria Group Inc
467,,,,,,,,,,,,,-77.90%,EQIX,Equinix,-88.00%,JNPR,Juniper Networks,-62.35%,CNP,CenterPoint Energy,-31.82%,BAX,Baxter International Inc.,-0.25%,EXPE,Expedia Inc.,-3.20%,GHC,Graham Holdings,-5.30%,EA,Electronic Arts,16.68%,SCHW,Charles Schwab Corporation,-16.35%,WU,Western Union Co,76.05%,AVGO,Broadcom,46.87%,SNPS,Synopsys Inc.,25.92%,CCL,Carnival Corp.,78.30%,IPG,Interpublic Group,30.12%,HES,Hess Corporation,-35.35%,DVN,Devon Energy,20.98%,FBHS,Fortune Brands Home & Security,58.90%,RMD,ResMed
468,,,,,,,,,,,,,-79.79%,AMZN,Amazon.com Inc,-88.33%,CCI,Crown Castle International Corp.,-62.49%,PKI,PerkinElmer,-32.00%,NDAQ,"Nasdaq, Inc.",-0.62%,AKS,AK Steel Holding Corp.,-4.02%,DWDP,DowDuPont,-5.79%,WMT,Wal-Mart Stores,16.38%,PX,Praxair Inc.,-16.52%,UPS,United Parcel Service,73.26%,AOS,A.O. Smith,45.84%,GIS,General Mills,25.27%,GIS,General Mills,76.21%,AN,AutoNation Inc,29.35%,SYF,Synchrony Financial,-36.16%,S,Sprint Nextel Corp.,20.70%,COF,Capital One Financial,57.99%,URI,"United Rentals, Inc."
469,,,,,,,,,,,,,-81.21%,XRX,Xerox Corp.,-88.45%,AMT,American Tower Corp A,-62.61%,GT,Goodyear Tire & Rubber,-32.20%,LVLT,Level 3 Communications,-0.98%,DISCA,Discovery Communications,-4.08%,CCE,Coca-Cola Enterprises,-6.20%,NI,NiSource Inc.,16.17%,ACN,Accenture plc,-17.30%,AMGN,Amgen Inc,65.33%,EQR,Equity Residential,45.78%,UPS,United Parcel Service,25.01%,SYY,Sysco Corp.,75.08%,MMM,3M Company,29.16%,T,AT&T Inc,-38.62%,NBR,Nabors Industries,19.93%,MPC,Marathon Petroleum,57.26%,ANDV,Andeavor
470,,,,,,,,,,,,,-88.41%,LVLT,Level 3 Communications,-89.58%,WMB,Williams Cos.,-67.99%,CMS,CMS Energy,-32.44%,WMB,Williams Cos.,-1.58%,KO,Coca-Cola Company,-4.14%,VIAB,Viacom Inc.,-6.60%,STI,SunTrust Banks,14.14%,NSC,Norfolk Southern Corp.,-17.80%,PGR,Progressive Corp.,55.96%,INTU,Intuit,44.50%,MMC,Marsh & McLennan,24.05%,BMS,Bemis Company,72.31%,IR,Ingersoll-Rand PLC,28.82%,CTL,CenturyLink Inc,-39.21%,ANF,Abercrombie & Fitch,19.73%,CBG,CBRE Group,56.86%,RJF,Raymond James Financial Inc.
471,,,,,,,,,,,,,-90.12%,GRA,W.R. Grace,-90.58%,FFIV,F5 Networks,-69.68%,INCY,Incyte,-32.45%,PCLN,Priceline.com Inc,-2.18%,AVY,Avery Dennison Corp,-4.71%,LUV,Southwest Airlines,-6.85%,KSS,Kohl's,14.05%,LNT,Alliant Energy Corp,-19.34%,CI,CIGNA Corp.,55.14%,BLL,Ball Corp,42.86%,MRK,Merck & Co.,23.33%,BBT,BB&T Corporation,71.33%,ANTM,Anthem Inc.,28.25%,SLB,Schlumberger Ltd.,-41.10%,APA,Apache Corporation,19.52%,BHGE,"Baker Hughes, a GE Company",55.62%,AFL,AFLAC Inc
472,,,,,,,,,,,,,-90.83%,CCK,Crown Holdings,-91.40%,ILMN,Illumina Inc,-69.70%,WMB,Williams Cos.,-32.70%,JCI,Johnson Controls Inc,-2.56%,DLTR,Dollar Tree,-4.85%,NEM,Newmont Mining Corporation,-8.53%,FDX,FedEx Corporation,13.06%,SJM,JM Smucker,-19.60%,KSS,Kohl's,52.20%,SJM,JM Smucker,42.60%,PGR,Progressive Corp.,23.18%,PG,Procter & Gamble,71.11%,PRU,Prudential Financial,27.70%,PX,Praxair Inc.,-41.35%,NOV,National Oilwell Varco Inc.,19.05%,BBY,Best Buy Co. Inc.,53.86%,DGX,Quest Diagnostics
473,,,,,,,,,,,,,-92.98%,PCLN,Priceline.com Inc,-91.92%,AES,AES Corp,-70.15%,AMT,American Tower Corp A,-33.81%,SNPS,Synopsys Inc.,-3.86%,VIAB,Viacom Inc.,-5.27%,COO,The Cooper Companies,-9.03%,ROST,Ross Stores,11.16%,CVS,CVS Health,-19.65%,PVH,PVH Corp.,43.93%,TIF,Tiffany & Co.,42.55%,SRE,Sempra Energy,21.85%,MUR,Murphy Oil,70.06%,XLNX,Xilinx Inc,26.59%,URBN,Urban Outfitters,-42.20%,URBN,Urban Outfitters,17.95%,CCK,Crown Holdings,52.57%,AIZ,Assurant Inc
474,,,,,,,,,,,,,-95.91%,AKAM,Akamai Technologies Inc,-92.23%,GLW,Corning Inc.,-72.37%,ALXN,Alexion Pharmaceuticals,-33.93%,MMC,Marsh & McLennan,-4.34%,LLY,Lilly (Eli) & Co.,-5.43%,NFLX,Netflix Inc.,-9.91%,DLTR,Dollar Tree,7.87%,K,Kellogg Co.,-20.07%,GME,GameStop,42.00%,ACN,Accenture plc,42.45%,TRV,The Travelers Companies Inc.,21.36%,HCA,HCA Holdings,69.62%,SJM,JM Smucker,24.88%,LH,Laboratory Corp. of America Holding,-44.11%,RDC,Rowan Companies Plc,17.16%,APTV,Aptiv Plc,50.26%,EXPD,Expeditors International
475,,,,,,,,,,,,,,,,-94.02%,LVLT,Level 3 Communications,-72.97%,SWKS,Skyworks Solutions,-36.17%,GT,Goodyear Tire & Rubber,-4.49%,CBS,CBS Corp.,-6.92%,EBAY,eBay,-10.11%,DRE,Duke Realty Corp,6.45%,DUK,Duke Energy,-20.72%,LRCX,Lam Research,40.99%,OKE,ONEOK,41.61%,SYY,Sysco Corp.,21.09%,JNJ,Johnson & Johnson,67.20%,BEN,Franklin Resources,24.88%,MAT,Mattel Inc.,-45.42%,NRG,NRG Energy,16.38%,ECL,Ecolab,50.25%,KEY,KeyCorp
476,,,,,,,,,,,,,,,,-94.40%,RHT,Red Hat Inc.,-73.63%,VRSN,Verisign Inc.,-36.63%,MRK,Merck & Co.,-4.67%,WMT,Wal-Mart Stores,-9.72%,WMT,Wal-Mart Stores,-12.14%,UPS,United Parcel Service,6.28%,BLL,Ball Corp,-21.07%,PDCO,Patterson Companies,40.87%,AJG,Arthur J. Gallagher & Co.,40.19%,BMS,Bemis Company,20.43%,NLSN,Nielsen Holdings,66.85%,LLY,Lilly (Eli) & Co.,24.83%,VAR,Varian Medical Systems,-47.99%,MOS,The Mosaic Company,15.97%,ABC,AmerisourceBergen Corp,49.85%,ADP,Automatic Data Processing
477,,,,,,,,,,,,,,,,-95.80%,VRSN,Verisign Inc.,-75.20%,PWR,Quanta Services Inc.,-37.00%,CDNS,Cadence Design Systems,-5.51%,XL,XL Capital,-10.92%,TIF,Tiffany & Co.,-12.24%,DXC,DXC Technology,1.78%,ECL,Ecolab,-21.36%,HSY,The Hershey Company,34.68%,NSC,Norfolk Southern Corp.,39.94%,PLD,Prologis,19.24%,IVZ,Invesco Ltd.,66.42%,DTE,DTE Energy,24.77%,SO,Southern Co.,-50.33%,GNW,Genworth Financial,15.56%,VAR,Varian Medical Systems,49.69%,SBAC,SBA Communications
478,,,,,,,,,,,,,,,,-96.62%,PCLN,Priceline.com Inc,-75.25%,EQIX,Equinix,-39.41%,TWX,Time Warner Inc.,-5.72%,CF,CF Industries Holdings Inc,-11.33%,HRB,Block H&R,-12.55%,TWX,Time Warner Inc.,1.34%,SCG,SCANA Corp,-21.93%,EQR,Equity Residential,26.06%,MAR,Marriott Int'l.,39.50%,CCL,Carnival Corp.,18.97%,HAL,Halliburton Co.,64.66%,PKI,PerkinElmer,24.62%,FSLR,First Solar,-51.30%,KMI,Kinder Morgan,15.47%,CVS,CVS Health,49.66%,HRL,Hormel Foods Corp.
479,,,,,,,,,,,,,,,,-97.81%,SBAC,SBA Communications,-77.87%,GLW,Corning Inc.,-42.99%,BMY,Bristol-Myers Squibb,-7.39%,ICE,Intercontinental Exchange,-12.11%,BBBY,Bed Bath & Beyond,-13.12%,SYY,Sysco Corp.,0.88%,DHR,Danaher Corp.,-22.12%,TSN,Tyson Foods,23.02%,HP,Helmerich & Payne,39.39%,EMR,Emerson Electric Company,18.87%,SBR,Sabre Holdings,64.52%,DHR,Danaher Corp.,24.27%,GNW,Genworth Financial,-51.30%,AKS,AK Steel Holding Corp.,14.87%,A,Agilent Technologies Inc,48.96%,GLW,Corning Inc.
480,,,,,,,,,,,,,,,,-98.64%,EQIX,Equinix,-81.50%,LVLT,Level 3 Communications,-43.36%,TER,Teradyne,-7.86%,F,Ford Motor,-12.63%,JBL,Jabil Circuit,-13.47%,MMC,Marsh & McLennan,-3.81%,WAT,Waters Corporation,-22.37%,MMC,Marsh & McLennan,21.24%,FIS,Fidelity National Information Services,39.28%,MHK,Mohawk Industries,18.68%,GME,GameStop,63.59%,RL,Polo Ralph Lauren Corp.,23.52%,ED,Consolidated Edison,-55.29%,QEP,QEP Resources,14.04%,HSY,The Hershey Company,47.90%,VRSK,Verisk Analytics
481,,,,,,,,,,,,,,,,-99.47%,AKAM,Akamai Technologies Inc,-81.76%,AES,AES Corp,-48.15%,PWR,Quanta Services Inc.,-8.09%,CAG,Conagra Brands,-12.66%,EXPE,Expedia Inc.,-14.29%,TSN,Tyson Foods,-4.97%,AJG,Arthur J. Gallagher & Co.,-23.09%,MRO,Marathon Oil Corp.,18.65%,KSS,Kohl's,39.09%,KSS,Kohl's,16.50%,ARE,Alexandria Real Estate Equities Inc,63.46%,YUM,Yum! Brands Inc,23.15%,FFIV,F5 Networks,-55.81%,MRO,Marathon Oil Corp.,13.64%,PG,Procter & Gamble,47.66%,PFG,Principal Financial Group
482,,,,,,,,,,,,,,,,,,,-81.79%,JNPR,Juniper Networks,-48.61%,INCY,Incyte,-8.28%,CTAS,Cintas Corporation,-12.84%,TSS,Total System Services,-14.55%,BIIB,Biogen Inc.,-7.82%,DO,Diamond Offshore Drilling,-24.49%,NI,NiSource Inc.,18.22%,AMGN,Amgen Inc,38.19%,COF,Capital One Financial,16.42%,PRU,Prudential Financial,63.21%,IVZ,Invesco Ltd.,22.44%,DGX,Quest Diagnostics,-56.84%,NSM,National Semiconductor Corp.,13.26%,CAT,Caterpillar Inc.,47.13%,SYMC,Symantec Corp.
483,,,,,,,,,,,,,,,,,,,-83.60%,VRTX,Vertex Pharmaceuticals Inc,-53.07%,CMS,CMS Energy,-9.22%,BIG,Big Lots Inc.,-13.25%,GPS,Gap Inc.,-15.46%,AJG,Arthur J. Gallagher & Co.,-10.73%,L,Loews Corp.,-25.96%,STX,Seagate Technology,17.15%,ALGN,Align Technology,36.34%,L,Loews Corp.,16.33%,PNC,PNC Financial Services,60.43%,MTD,Mettler Toledo,21.95%,COTY,"Coty, Inc",-58.96%,NE,Noble Corp,13.12%,FII,Federated Investors,46.96%,HBAN,Huntington Bancshares
484,,,,,,,,,,,,,,,,,,,-90.44%,SBAC,SBA Communications,-53.42%,IVZ,Invesco Ltd.,-9.67%,CCE,Coca-Cola Enterprises,-13.47%,KLAC,KLA-Tencor Corp.,-15.57%,AGN,"Allergan, Inc",-11.50%,VRSN,Verisign Inc.,-26.11%,ESS,"Essex Property Trust, Inc.",14.73%,PX,Praxair Inc.,35.71%,NEE,NextEra Energy,15.50%,K,Kellogg Co.,59.79%,AMT,American Tower Corp A,21.49%,HCP,HCP Inc.,-59.19%,NEM,Newmont Mining Corporation,12.15%,STT,State Street Corp.,45.05%,HLT,Hilton Worldwide
485,,,,,,,,,,,,,,,,,,,,,,-53.83%,IPG,Interpublic Group,-10.98%,MAT,Mattel Inc.,-13.92%,IP,International Paper,-15.79%,IP,International Paper,-12.02%,INTU,Intuit,-28.30%,RRD,R.R. Donnelley,12.75%,SCG,SCANA Corp,32.85%,MUR,Murphy Oil,14.36%,L,Loews Corp.,59.73%,NSC,Norfolk Southern Corp.,21.35%,HLT,Hilton Worldwide,-60.49%,RRC,Range Resources Corp.,11.63%,HAL,Halliburton Co.,44.56%,PNW,Pinnacle West Capital
486,,,,,,,,,,,,,,,,,,,,,,-53.94%,EQIX,Equinix,-11.72%,VZ,Verizon Communications,-14.62%,INCY,Incyte,-16.13%,PNR,Pentair Ltd.,-14.36%,MAA,Mid-America Apartments,-28.68%,ARE,Alexandria Real Estate Equities Inc,12.68%,UPS,United Parcel Service,32.46%,CLX,The Clorox Company,14.10%,GOOG,Alphabet Inc Class C,59.20%,SCHW,Charles Schwab Corporation,20.57%,FLR,Fluor Corp.,-60.73%,FOSL,Fossil Group,10.83%,WYN,Wyndham Worldwide,44.43%,LH,Laboratory Corp. of America Holding
487,,,,,,,,,,,,,,,,,,,,,,-56.74%,SWKS,Skyworks Solutions,-12.15%,TGNA,"Tegna, Inc.",-15.38%,ALGN,Align Technology,-16.61%,MCO,Moody's Corp,-14.89%,EQR,Equity Residential,-28.78%,AXP,American Express Co,12.57%,PNR,Pentair Ltd.,32.41%,CNX,Consol Energy,13.19%,JEC,Jacobs Engineering Group,58.70%,INTU,Intuit,19.97%,DE,Deere & Co.,-61.42%,WPX,"WPX Energy, Inc.",10.64%,FTV,Fortive Corp,41.52%,NYT,The New York Times Co.
488,,,,,,,,,,,,,,,,,,,,,,-57.02%,VRTX,Vertex Pharmaceuticals Inc,-12.85%,NWL,Newell Brands,-15.74%,ARNC,Arconic Inc,-17.34%,CCL,Carnival Corp.,-15.27%,AOS,A.O. Smith,-30.13%,USB,U.S. Bancorp,12.21%,WDC,Western Digital,31.83%,WU,Western Union Co,12.51%,WM,Waste Management Inc.,58.43%,PWR,Quanta Services Inc.,19.30%,ALB,Albemarle Corp,-65.60%,X,United States Steel Corporation,10.42%,PWR,Quanta Services Inc.,40.60%,FDX,FedEx Corporation
489,,,,,,,,,,,,,,,,,,,,,,-60.16%,MU,Micron Technology,-13.07%,SNPS,Synopsys Inc.,-15.99%,CA,"CA, Inc.",-17.70%,CMCSA,Comcast Corp.,-16.31%,DISCK,Discovery Communications,-31.93%,BBT,BB&T Corporation,11.20%,JNPR,Juniper Networks,29.09%,RRD,R.R. Donnelley,12.50%,STT,State Street Corp.,58.33%,LNT,Alliant Energy Corp,19.27%,WLTW,Willis Towers Watson,-66.21%,JCP,J.C. Penney,7.40%,HCP,HCP Inc.,40.55%,PEG,Public Serv. Enterprise Inc.
490,,,,,,,,,,,,,,,,,,,,,,-64.78%,NVDA,Nvidia Corporation,-13.14%,KSS,Kohl's,-16.49%,AMAT,Applied Materials Inc,-17.96%,BBT,BB&T Corporation,-17.37%,JNPR,Juniper Networks,-32.04%,WLTW,Willis Towers Watson,10.87%,PGR,Progressive Corp.,28.43%,EA,Electronic Arts,12.49%,URBN,Urban Outfitters,58.01%,UPS,United Parcel Service,19.17%,HAL,Halliburton Co.,-67.19%,RIG,Transocean,6.98%,FAST,Fastenal Co,37.54%,AME,AMETEK Inc
491,,,,,,,,,,,,,,,,,,,,,,-67.29%,REGN,Regeneron,-14.10%,REGN,Regeneron,-18.62%,SWKS,Skyworks Solutions,-18.47%,MHK,Mohawk Industries,-17.59%,MUR,Murphy Oil,-32.47%,CCL,Carnival Corp.,8.13%,DHR,Danaher Corp.,27.36%,T,AT&T Inc,11.97%,MLM,Martin Marietta Materials,57.35%,TIF,Tiffany & Co.,18.36%,SVU,Supervalu Inc.,-69.63%,AVP,Avon Products,6.89%,WLTW,Willis Towers Watson,35.93%,PEP,PepsiCo Inc.
492,,,,,,,,,,,,,,,,,,,,,,-71.95%,THC,Tenet Healthcare,-18.15%,WIN,Windstream Holdings Inc,-18.68%,MYL,Mylan N.V.,-18.48%,AN,AutoNation Inc,-19.10%,ARE,Alexandria Real Estate Equities Inc,-34.08%,STT,State Street Corp.,8.09%,LKQ,LKQ Corporation,26.70%,K,Kellogg Co.,11.92%,FDX,FedEx Corporation,57.05%,TXT,Textron Inc.,17.16%,AES,AES Corp,-70.15%,CHK,Chesapeake Energy,6.48%,CCE,Coca-Cola Enterprises,35.66%,S,Sprint Nextel Corp.
493,,,,,,,,,,,,,,,,,,,,,,,,,-18.24%,PFE,Pfizer Inc.,-18.98%,CTAS,Cintas Corporation,-18.71%,RCL,Royal Caribbean Cruises Ltd,-20.74%,FIS,Fidelity National Information Services,-37.45%,MHK,Mohawk Industries,6.46%,K,Kellogg Co.,25.25%,ARE,Alexandria Real Estate Equities Inc,11.64%,INTC,Intel Corp.,56.12%,BLL,Ball Corp,16.45%,XOM,Exxon Mobil Corp.,-70.26%,ESV,Ensco plc,5.48%,EL,Estee Lauder Cos.,35.17%,AMP,Ameriprise Financial
494,,,,,,,,,,,,,,,,,,,,,,,,,-22.12%,MDLZ,Mondelez International,-19.83%,LLY,Lilly (Eli) & Co.,-19.00%,CMA,Comerica Inc.,-21.61%,UPS,United Parcel Service,-38.22%,AEE,Ameren Corp,4.60%,DUK,Duke Energy,22.29%,CELG,Celgene Corp.,11.27%,HRS,Harris Corporation,54.25%,FITB,Fifth Third Bancorp,16.33%,DLR,Digital Realty,-74.81%,CNX,Consol Energy,5.44%,PDCO,Patterson Companies,34.34%,SWKS,Skyworks Solutions
495,,,,,,,,,,,,,,,,,,,,,,,,,-25.84%,MMC,Marsh & McLennan,-19.96%,PFE,Pfizer Inc.,-19.46%,HOG,Harley-Davidson,-23.58%,KSS,Kohl's,-38.66%,PRU,Prudential Financial,4.43%,LNT,Alliant Energy Corp,21.56%,JNJ,Johnson & Johnson,10.98%,COL,Rockwell Collins,51.37%,PGR,Progressive Corp.,16.29%,PM,Philip Morris International,-78.72%,SWN,Southwestern Energy,5.28%,CMI,Cummins Inc.,33.06%,GM,General Motors
496,,,,,,,,,,,,,,,,,,,,,,,,,-30.01%,FITB,Fifth Third Bancorp,-21.06%,SNPS,Synopsys Inc.,-19.61%,MTB,M&T Bank Corp.,-25.48%,CNC,Centene Corporation,-38.70%,MTB,M&T Bank Corp.,3.38%,TAP,Molson Coors Brewing Company,20.66%,PCG,PG&E Corp.,6.62%,LNC,Lincoln National,49.37%,BCR,Bard (C.R.) Inc.,16.20%,FAST,Fastenal Co,-86.88%,DNR,Denbury Resources,4.84%,PPG,PPG Industries,31.27%,INCY,Incyte
497,,,,,,,,,,,,,,,,,,,,,,,,,-31.46%,IPG,Interpublic Group,-21.54%,IPG,Interpublic Group,-21.40%,CTAS,Cintas Corporation,-26.96%,PNR,Pentair Ltd.,-39.05%,CMCSA,Comcast Corp.,2.96%,BEN,Franklin Resources,18.54%,AEE,Ameren Corp,5.93%,BDX,Becton Dickinson,49.15%,AEP,American Electric Power,15.45%,NTAP,NetApp,nan%,BHF,Brighthouse Financial Inc,4.75%,ORCL,Oracle Corp.,30.22%,ABT,Abbott Laboratories
498,,,,,,,,,,,,,,,,,,,,,,,,,-33.26%,MRK,Merck & Co.,-23.21%,FITB,Fifth Third Bancorp,-21.76%,PDCO,Patterson Companies,-27.17%,ATI,Allegheny Technologies,-40.46%,GRMN,Garmin Ltd.,2.58%,ECL,Ecolab,18.47%,PG,Procter & Gamble,5.20%,SYMC,Symantec Corp.,49.05%,DUK,Duke Energy,15.08%,ALLE,Allegion,381.78%,AVGO,Broadcom,3.73%,DNB,Dun & Bradstreet,28.51%,USB,U.S. Bancorp
499,,,,,,,,,,,,,,,,,,,,,,,,,-39.38%,NYT,The New York Times Co.,-25.01%,AMZN,Amazon.com Inc,-23.22%,XLNX,Xilinx Inc,-28.14%,AMGN,Amgen Inc,-40.63%,ARNC,Arconic Inc,1.35%,DXC,DXC Technology,16.89%,NLSN,Nielsen Holdings,3.52%,NEM,Newmont Mining Corporation,49.01%,ISRG,Intuitive Surgical Inc.,14.97%,CHRW,C. H. Robinson Worldwide,231.17%,ETFC,E*Trade,3.67%,HP,Helmerich & Payne,27.01%,SNA,Snap-On Inc.
500,,,,,,,,,,,,,,,,,,,,,,,,,-40.95%,SWKS,Skyworks Solutions,-25.53%,ADI,"Analog Devices, Inc.",-24.75%,HSY,The Hershey Company,-29.22%,HP,Helmerich & Payne,-41.85%,UNH,United Health Group Inc.,-0.74%,PNC,PNC Financial Services,16.56%,JNPR,Juniper Networks,3.30%,PPL,PPL Corp.,48.08%,XYL,Xylem Inc.,14.94%,HP,Helmerich & Payne,221.26%,DXC,DXC Technology,3.13%,CBS,CBS Corp.,23.38%,MDLZ,Mondelez International
501,,,,,,,,,,,,,,,,,,,,,,,,,-41.43%,LVLT,Level 3 Communications,-28.78%,TGNA,"Tegna, Inc.",-24.76%,LUV,Southwest Airlines,-29.78%,WLTW,Willis Towers Watson,-44.93%,TWX,Time Warner Inc.,-1.72%,WAT,Waters Corporation,16.51%,DO,Diamond Offshore Drilling,3.18%,NTRS,Northern Trust Corp.,47.28%,LUV,Southwest Airlines,13.80%,JBL,Jabil Circuit,221.02%,CNC,Centene Corporation,1.66%,CSRA,CSRA Inc.,22.60%,X,United States Steel Corporation
502,,,,,,,,,,,,,,,,,,,,,,,,,-53.29%,THC,Tenet Healthcare,-31.44%,MMC,Marsh & McLennan,-27.32%,WYN,Wyndham Worldwide,-31.35%,DXC,DXC Technology,-46.48%,HST,Host Hotels & Resorts,-3.45%,COF,Capital One Financial,16.17%,BDX,Becton Dickinson,3.12%,TAP,Molson Coors Brewing Company,46.68%,GD,General Dynamics,12.75%,EXPD,Expeditors International,174.13%,CI,CIGNA Corp.,1.43%,BIIB,Biogen Inc.,22.49%,DIS,The Walt Disney Company
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.25%,INTC,Intel Corp.,-27.61%,AMGN,Amgen Inc,-32.14%,BEN,Franklin Resources,-46.78%,BSX,Boston Scientific,-4.25%,DHI,D. R. Horton,15.75%,SYMC,Symantec Corp.,3.08%,NUE,Nucor Corp.,45.44%,RRD,R.R. Donnelley,12.39%,IGT,International Game Technology,154.47%,AOS,A.O. Smith,1.31%,DVA,DaVita,21.12%,ALK,Alaska Air Group Inc
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.60%,XLNX,Xilinx Inc,-28.14%,DAL,Delta Air Lines,-36.47%,KIM,Kimco Realty,-46.96%,ATI,Allegheny Technologies,-5.02%,WLTW,Willis Towers Watson,15.48%,FLR,Fluor Corp.,2.14%,PCG,PG&E Corp.,44.82%,PX,Praxair Inc.,12.39%,CVX,Chevron Corp.,137.30%,ALGN,Align Technology,0.61%,TSCO,Tractor Supply Company,20.97%,CVX,Chevron Corp.
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.22%,TER,Teradyne,-32.91%,LEG,Leggett & Platt,-36.55%,TIF,Tiffany & Co.,-46.98%,COF,Capital One Financial,-5.28%,ADS,Alliance Data Systems,14.47%,WMT,Wal-Mart Stores,1.24%,HIG,Hartford Financial Svc.Gp.,44.66%,HIG,Hartford Financial Svc.Gp.,12.29%,MUR,Murphy Oil,136.10%,SCHW,Charles Schwab Corporation,0.27%,SLB,Schlumberger Ltd.,20.87%,MET,MetLife Inc.
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.31%,AGN,"Allergan, Inc",-37.34%,SYMC,Symantec Corp.,-38.71%,INTC,Intel Corp.,-46.98%,MAC,Macerich,-5.47%,VRSN,Verisign Inc.,14.46%,LM,Legg Mason,0.91%,BHGE,"Baker Hughes, a GE Company",40.86%,A,Agilent Technologies Inc,12.13%,ISRG,Intuitive Surgical Inc.,135.24%,TAP,Molson Coors Brewing Company,-0.33%,EMN,Eastman Chemical,20.65%,MU,Micron Technology
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.72%,NYT,The New York Times Co.,-39.48%,IPG,Interpublic Group,-39.80%,WDC,Western Digital,-47.78%,XRX,Xerox Corp.,-7.60%,MUR,Murphy Oil,12.34%,AMGN,Amgen Inc,0.31%,OXY,Occidental Petroleum,39.85%,MAC,Macerich,12.07%,KG,King Pharmaceuticals Inc.,125.04%,VRSN,Verisign Inc.,-0.85%,VRTX,Vertex Pharmaceuticals Inc,20.49%,SO,Southern Co.
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.14%,F,Ford Motor,-39.66%,FITB,Fifth Third Bancorp,-40.79%,MAR,Marriott Int'l.,-48.49%,CBS,CBS Corp.,-7.65%,CNC,Centene Corporation,11.40%,GME,GameStop,-1.08%,DNB,Dun & Bradstreet,39.44%,DRE,Duke Realty Corp,11.17%,L,Loews Corp.,124.16%,HCA,HCA Holdings,-1.11%,L,Loews Corp.,19.96%,MDT,Medtronic plc
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.26%,BSX,Boston Scientific,-43.64%,COF,Capital One Financial,-43.15%,PGR,Progressive Corp.,-50.51%,PLD,Prologis,-10.06%,CVS,CVS Health,11.33%,PPL,PPL Corp.,-1.79%,BIG,Big Lots Inc.,37.53%,INTC,Intel Corp.,9.90%,BHGE,"Baker Hughes, a GE Company",111.33%,CVS,CVS Health,-2.02%,NLSN,Nielsen Holdings,19.62%,DFS,Discover Financial Services
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.57%,THC,Tenet Healthcare,-45.97%,COO,The Cooper Companies,-45.59%,XRX,Xerox Corp.,-54.99%,DHI,D. R. Horton,-13.10%,MAC,Macerich,10.79%,GS,Goldman Sachs Group,-2.12%,WIN,Windstream Holdings Inc,37.07%,PNC,PNC Financial Services,8.16%,CFG,Citizens Financial Group,104.06%,HIG,Hartford Financial Svc.Gp.,-2.09%,AN,AutoNation Inc,18.74%,WRK,WestRock Company
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.94%,TGNA,"Tegna, Inc.",-54.38%,STI,SunTrust Banks,-58.82%,KG,King Pharmaceuticals Inc.,-13.62%,INTC,Intel Corp.,9.32%,VRTX,Vertex Pharmaceuticals Inc,-2.22%,VRTX,Vertex Pharmaceuticals Inc,36.92%,VMC,Vulcan Materials,7.71%,JEC,Jacobs Engineering Group,102.25%,LNC,Lincoln National,-2.65%,ETN,Eaton Corporation,17.76%,IRM,Iron Mountain Incorporated
