,1995-2006,ticker,company,1996-2007,ticker,company,1997-2008,ticker,company,1998-2009,ticker,company,1999-2010,ticker,company,2000-2011,ticker,company,2001-2012,ticker,company,2002-2013,ticker,company,2003-2014,ticker,company,2004-2015,ticker,company,2005-2016,ticker,company,2006-2017,ticker,company,2007-2018,ticker,company
329,220.71%,CBG,CBRE Group,187.20%,PEP,PepsiCo Inc.,54.59%,MAS,Masco Corp.,-2.55%,NOC,Northrop Grumman Corp.,-49.36%,TER,Teradyne,nan%,KG,King Pharmaceuticals Inc.,63.44%,AKAM,Akamai Technologies Inc,92.75%,AON,Aon plc,195.53%,ADP,Automatic Data Processing,163.43%,ED,Consolidated Edison,92.64%,HRB,Block H&R,371.18%,O,Realty Income Corporation,51.08%,GHC,Graham Holdings
330,220.41%,MMC,Marsh & McLennan,185.55%,CHK,Chesapeake Energy,52.20%,AMP,Ameriprise Financial,-2.58%,SWK,Stanley Black & Decker,-51.25%,INCY,Incyte,2344.42%,TSCO,Tractor Supply Company,63.40%,NDAQ,"Nasdaq, Inc.",91.49%,AMP,Ameriprise Financial,195.30%,LLL,L-3 Communications Holdings,162.89%,EXPD,Expeditors International,92.36%,COO,The Cooper Companies,353.49%,AWK,American Water Works Company Inc,50.20%,XOM,Exxon Mobil Corp.
331,218.00%,SCG,SCANA Corp,185.09%,EW,Edwards Lifesciences,51.45%,DWDP,DowDuPont,-2.72%,WHR,Whirlpool Corp.,-55.87%,NYT,The New York Times Co.,2067.78%,RRC,Range Resources Corp.,62.69%,AJG,Arthur J. Gallagher & Co.,90.64%,TSN,Tyson Foods,193.22%,BBY,Best Buy Co. Inc.,162.21%,MPC,Marathon Petroleum,92.19%,RHI,Robert Half International,349.21%,INTU,Intuit,48.17%,COP,ConocoPhillips
332,217.55%,UNP,Union Pacific,184.28%,COL,Rockwell Collins,51.28%,ILMN,Illumina Inc,-2.88%,WM,Waste Management Inc.,-58.23%,MU,Micron Technology,1458.65%,DVA,DaVita,62.69%,CHTR,Charter Communications,90.22%,DPS,Dr Pepper Snapple Group,192.03%,GS,Goldman Sachs Group,161.72%,CBS,CBS Corp.,91.63%,AFL,AFLAC Inc,338.54%,FBHS,Fortune Brands Home & Security,47.94%,FTV,Fortive Corp
333,214.83%,EMR,Emerson Electric Company,183.33%,CTAS,Cintas Corporation,51.23%,CHK,Chesapeake Energy,-3.08%,LEG,Leggett & Platt,-58.67%,UNM,Unum Group,1312.33%,ISRG,Intuitive Surgical Inc.,62.53%,MDLZ,Mondelez International,90.03%,WY,Weyerhaeuser Corp.,191.36%,MYL,Mylan N.V.,161.66%,REG,Regency Centers Corporation,89.96%,MOS,The Mosaic Company,334.94%,DPS,Dr Pepper Snapple Group,47.73%,HCP,HCP Inc.
334,213.11%,AAP,Advance Auto Parts,183.14%,EMR,Emerson Electric Company,49.77%,REGN,Regeneron,-3.70%,CTAS,Cintas Corporation,-58.70%,F,Ford Motor,1175.71%,CNX,Consol Energy,62.11%,UHS,"Universal Health Services, Inc.",88.37%,CAG,Conagra Brands,189.88%,GIS,General Mills,159.91%,MU,Micron Technology,88.92%,MDT,Medtronic plc,333.31%,PPG,PPG Industries,45.62%,UAL,United Continental Holdings
335,212.06%,SEE,Sealed Air,182.59%,FII,Federated Investors,45.19%,KEY,KeyCorp,-4.65%,AVY,Avery Dennison Corp,-59.28%,UAL,United Continental Holdings,1142.22%,SBR,Sabre Holdings,61.19%,HON,Honeywell Int'l Inc.,88.27%,NI,NiSource Inc.,189.65%,KR,Kroger Co.,158.14%,AXP,American Express Co,88.21%,PFE,Pfizer Inc.,332.19%,NI,NiSource Inc.,45.27%,GS,Goldman Sachs Group
336,209.83%,KR,Kroger Co.,182.06%,FTI,TechnipFMC,43.04%,BMY,Bristol-Myers Squibb,-4.81%,AIV,Apartment Investment & Management,-65.48%,XL,XL Capital,1097.02%,OXY,Occidental Petroleum,60.27%,KLAC,KLA-Tencor Corp.,88.26%,EXC,Exelon Corp.,187.87%,ABT,Abbott Laboratories,157.42%,EMR,Emerson Electric Company,88.03%,USB,U.S. Bancorp,331.80%,ABC,AmerisourceBergen Corp,44.42%,COF,Capital One Financial
337,209.35%,FLR,Fluor Corp.,180.21%,ADM,Archer-Daniels-Midland Co,42.98%,IFF,Intl Flavors & Fragrances,-5.74%,ALL,Allstate Corp,-67.29%,GT,Goodyear Tire & Rubber,930.24%,WYNN,Wynn Resorts,58.23%,BRK.B,Berkshire Hathaway,87.25%,VRSK,Verisk Analytics,186.19%,PGR,Progressive Corp.,157.00%,NRG,NRG Energy,87.07%,FLIR,FLIR Systems,331.42%,BIG,Big Lots Inc.,43.41%,NOV,National Oilwell Varco Inc.
338,204.63%,DTE,DTE Energy,179.02%,AAL,American Airlines Group,41.99%,KO,Coca-Cola Company,-5.77%,UAA,Under Armour,-69.19%,THC,Tenet Healthcare,883.62%,URBN,Urban Outfitters,57.42%,DUK,Duke Energy,86.74%,FISV,Fiserv Inc,185.82%,APTV,Aptiv Plc,156.63%,SUN,Sunoco Inc.,87.03%,ABBV,AbbVie Inc.,329.58%,LNT,Alliant Energy Corp,42.23%,MAC,Macerich
339,203.97%,KMB,Kimberly-Clark,177.37%,M,Macy's Inc.,39.66%,EXR,Extra Space Storage,-5.89%,V,Visa Inc.,-70.38%,URI,"United Rentals, Inc.",829.54%,VAR,Varian Medical Systems,57.16%,CAG,Conagra Brands,86.10%,FDX,FedEx Corporation,185.05%,COF,Capital One Financial,156.36%,EXPE,Expedia Inc.,86.86%,VAR,Varian Medical Systems,327.30%,CNC,Centene Corporation,42.02%,ETR,Entergy Corp.
340,203.58%,FII,Federated Investors,176.10%,LMT,Lockheed Martin Corp.,39.64%,CAG,Conagra Brands,-7.08%,PFE,Pfizer Inc.,-72.55%,KEY,KeyCorp,827.56%,CHRW,C. H. Robinson Worldwide,56.61%,WM,Waste Management Inc.,85.96%,DISH,Dish Network,184.41%,SCHW,Charles Schwab Corporation,153.50%,MMM,3M Company,86.73%,RRC,Range Resources Corp.,322.80%,AMT,American Tower Corp A,40.65%,FLR,Fluor Corp.
341,203.49%,MYL,Mylan N.V.,175.13%,MMC,Marsh & McLennan,35.97%,PXD,Pioneer Natural Resources,-7.10%,GPS,Gap Inc.,-72.68%,FITB,Fifth Third Bancorp,822.29%,HSIC,Henry Schein,56.53%,DIS,The Walt Disney Company,85.59%,BMS,Bemis Company,184.22%,IBM,International Business Machines,153.17%,VZ,Verizon Communications,86.45%,PCAR,PACCAR Inc.,317.21%,FL,Foot Locker Inc,40.03%,TGT,Target Corp.
342,198.78%,BMS,Bemis Company,174.90%,ICE,Intercontinental Exchange,34.84%,AGN,"Allergan, Inc",-7.45%,DISCA,Discovery Communications,-73.90%,ODP,Office Depot Inc.,762.11%,NBL,Noble Energy Inc,55.93%,MTB,M&T Bank Corp.,84.18%,CI,CIGNA Corp.,184.21%,CA,"CA, Inc.",153.09%,HST,Host Hotels & Resorts,86.02%,EMR,Emerson Electric Company,315.51%,VRSN,Verisign Inc.,39.38%,BEN,Franklin Resources
343,196.55%,GWW,Grainger (W.W.) Inc.,174.79%,TSS,Total System Services,34.77%,GNW,Genworth Financial,-7.98%,DRE,Duke Realty Corp,-74.12%,RF,Regions Financial Corp.,709.55%,WDC,Western Digital,55.87%,REGN,Regeneron,83.77%,IBM,International Business Machines,183.61%,AEP,American Electric Power,151.97%,WFC,Wells Fargo,85.90%,NTRS,Northern Trust Corp.,315.21%,TSN,Tyson Foods,38.25%,REG,Regency Centers Corporation
344,193.26%,LRCX,Lam Research,174.18%,GME,GameStop,28.71%,HBI,Hanesbrands Inc,-8.13%,SVU,Supervalu Inc.,-74.58%,ZION,Zions Bancorp,671.69%,BLL,Ball Corp,55.66%,CVS,CVS Health,83.25%,WHR,Whirlpool Corp.,179.79%,FDX,FedEx Corporation,151.52%,AIV,Apartment Investment & Management,83.63%,CAT,Caterpillar Inc.,313.83%,FIS,Fidelity National Information Services,37.86%,MOS,The Mosaic Company
345,192.11%,VFC,V.F. Corp.,173.65%,ED,Consolidated Edison,26.71%,JCP,J.C. Penney,-8.43%,AGN,"Allergan, Inc",-74.92%,AAL,American Airlines Group,644.87%,HCN,Welltower Inc.,55.42%,AEP,American Electric Power,82.77%,RE,Everest Re,179.10%,NI,NiSource Inc.,151.10%,FOX,Twenty-First Century Fox Class B,81.57%,FOXA,Twenty-First Century Fox Class A,313.40%,BLL,Ball Corp,37.82%,PBCT,People's United Financial
346,188.59%,WM,Waste Management Inc.,173.19%,PNW,Pinnacle West Capital,24.63%,TGNA,"Tegna, Inc.",-8.50%,CINF,Cincinnati Financial,-77.25%,HBAN,Huntington Bancshares,633.65%,FLS,Flowserve Corporation,54.97%,TRV,The Travelers Companies Inc.,82.31%,MTB,M&T Bank Corp.,178.46%,HST,Host Hotels & Resorts,150.39%,VAR,Varian Medical Systems,81.03%,EXPD,Expeditors International,312.05%,CERN,Cerner,37.77%,HPQ,HP Inc.
347,186.53%,GIS,General Mills,170.35%,ARNC,Arconic Inc,23.20%,HBAN,Huntington Bancshares,-9.06%,PM,Philip Morris International,-79.87%,CDNS,Cadence Design Systems,608.95%,ALB,Albemarle Corp,53.47%,MSFT,Microsoft Corp.,81.89%,CTL,CenturyLink Inc,176.32%,XRAY,Dentsply Sirona,150.30%,WM,Waste Management Inc.,80.78%,GLW,Corning Inc.,310.22%,WEC,Wec Energy Group Inc,37.43%,LEN,Lennar Corp.
348,186.38%,FE,FirstEnergy Corp,168.71%,SWK,Stanley Black & Decker,22.40%,URI,"United Rentals, Inc.",-9.99%,TMO,Thermo Fisher Scientific,-80.62%,IPG,Interpublic Group,593.86%,O,Realty Income Corporation,52.78%,KMB,Kimberly-Clark,81.39%,LEG,Leggett & Platt,176.20%,OMC,Omnicom Group,150.22%,XRAY,Dentsply Sirona,80.75%,UAL,United Continental Holdings,309.83%,NEE,NextEra Energy,36.21%,URBN,Urban Outfitters
349,185.87%,NUE,Nucor Corp.,166.61%,PBI,Pitney Bowes Inc,21.61%,MDLZ,Mondelez International,-10.41%,GHC,Graham Holdings,-80.86%,C,Citigroup Inc.,572.04%,RL,Polo Ralph Lauren Corp.,52.01%,KO,Coca-Cola Company,81.25%,EXPE,Expedia Inc.,174.09%,AFL,AFLAC Inc,149.77%,GLW,Corning Inc.,77.08%,SBR,Sabre Holdings,308.01%,CCE,Coca-Cola Enterprises,36.02%,LNC,Lincoln National
350,181.65%,NYT,The New York Times Co.,165.91%,GIS,General Mills,20.29%,CPB,Campbell Soup,-10.68%,FOX,Twenty-First Century Fox Class B,-82.55%,AKAM,Akamai Technologies Inc,566.75%,OKE,ONEOK,51.46%,HST,Host Hotels & Resorts,80.94%,WYN,Wyndham Worldwide,174.02%,PPL,PPL Corp.,149.37%,DFS,Discover Financial Services,75.56%,GRMN,Garmin Ltd.,306.35%,AAP,Advance Auto Parts,35.63%,RL,Polo Ralph Lauren Corp.
351,181.62%,AGN,"Allergan, Inc",165.88%,SJM,JM Smucker,19.10%,ALK,Alaska Air Group Inc,-11.65%,WY,Weyerhaeuser Corp.,-88.67%,S,Sprint Nextel Corp.,508.27%,AYI,Acuity Brands Inc,50.75%,NE,Noble Corp,80.66%,PEP,PepsiCo Inc.,173.49%,WM,Waste Management Inc.,148.83%,BMS,Bemis Company,75.56%,JEC,Jacobs Engineering Group,306.17%,SJM,JM Smucker,33.64%,JBL,Jabil Circuit
352,180.26%,NSC,Norfolk Southern Corp.,163.37%,ZBH,Zimmer Biomet Holdings,16.73%,ODP,Office Depot Inc.,-11.82%,ESV,Ensco plc,-96.45%,LVLT,Level 3 Communications,500.68%,CB,Chubb Corp,49.97%,LYB,LyondellBasell,79.32%,APTV,Aptiv Plc,173.03%,USB,U.S. Bancorp,147.76%,MMI,Motorola Mobility,75.53%,FOX,Twenty-First Century Fox Class B,305.36%,ES,Eversource Energy,32.16%,MSI,Motorola Solutions Inc.
353,176.83%,ADS,Alliance Data Systems,162.27%,PWR,Quanta Services Inc.,15.35%,NWL,Newell Brands,-13.38%,GE,General Electric,nan%,BHF,Brighthouse Financial Inc,475.55%,LKQ,LKQ Corporation,48.17%,BA,Boeing Company,77.62%,BRK.B,Berkshire Hathaway,170.90%,XLNX,Xilinx Inc,147.61%,WBA,Walgreens Boots Alliance,70.77%,IBM,International Business Machines,301.30%,CMS,CMS Energy,28.70%,L,Loews Corp.
354,176.69%,TRV,The Travelers Companies Inc.,161.56%,BA,Boeing Company,14.17%,WM,Waste Management Inc.,-14.61%,WIN,Windstream Holdings Inc,517.77%,HP,Helmerich & Payne,464.61%,YUM,Yum! Brands Inc,47.87%,AMP,Ameriprise Financial,77.49%,FOX,Twenty-First Century Fox Class B,170.22%,ADI,"Analog Devices, Inc.",147.46%,LRCX,Lam Research,70.46%,TGT,Target Corp.,298.72%,WDC,Western Digital,26.69%,JCI,Johnson Controls Inc
355,176.43%,AOS,A.O. Smith,158.96%,FCX,Freeport-McMoRan Inc.,14.04%,SEE,Sealed Air,-15.33%,RIG,Transocean,511.69%,JBHT,J. B. Hunt Transport Services,463.90%,XEC,Cimarex Energy,47.73%,AFL,AFLAC Inc,76.86%,PWR,Quanta Services Inc.,169.59%,UDR,UDR Inc,145.53%,SYK,Stryker Corp.,69.69%,WYNN,Wynn Resorts,296.92%,FLS,Flowserve Corporation,26.54%,CBG,CBRE Group
356,173.54%,TGNA,"Tegna, Inc.",158.86%,NOC,Northrop Grumman Corp.,12.13%,SNPS,Synopsys Inc.,-15.71%,KO,Coca-Cola Company,509.68%,FLS,Flowserve Corporation,415.23%,BXP,Boston Properties,47.72%,CTL,CenturyLink Inc,76.65%,CBS,CBS Corp.,168.39%,PNW,Pinnacle West Capital,144.23%,PG,Procter & Gamble,69.09%,DGX,Quest Diagnostics,293.64%,GWW,Grainger (W.W.) Inc.,25.65%,TRIP,TripAdvisor
357,172.59%,CTL,CenturyLink Inc,158.36%,TRV,The Travelers Companies Inc.,11.13%,NYT,The New York Times Co.,-16.18%,MRK,Merck & Co.,481.97%,DO,Diamond Offshore Drilling,413.77%,DVN,Devon Energy,47.53%,VZ,Verizon Communications,75.69%,MPC,Marathon Petroleum,165.38%,DG,Dollar General,142.56%,RE,Everest Re,68.73%,TWX,Time Warner Inc.,293.62%,CB,Chubb Corp,25.01%,SLB,Schlumberger Ltd.
358,169.49%,HON,Honeywell Int'l Inc.,157.90%,AAP,Advance Auto Parts,8.21%,CBS,CBS Corp.,-17.54%,HAL,Halliburton Co.,481.91%,DNB,Dun & Bradstreet,391.67%,SHLD,Sears Holding Corporation,47.43%,VRSK,Verisk Analytics,75.02%,PDCO,Patterson Companies,162.80%,WFC,Wells Fargo,140.57%,DAL,Delta Air Lines,67.00%,WY,Weyerhaeuser Corp.,288.05%,EMN,Eastman Chemical,24.94%,DRE,Duke Realty Corp
359,167.72%,GPC,Genuine Parts,157.68%,LEG,Leggett & Platt,5.19%,UAL,United Continental Holdings,-18.47%,COO,The Cooper Companies,470.24%,CF,CF Industries Holdings Inc,386.54%,MAC,Macerich,46.62%,ESV,Ensco plc,74.61%,UPS,United Parcel Service,161.46%,MHK,Mohawk Industries,138.66%,MAT,Mattel Inc.,66.37%,AXP,American Express Co,287.52%,DE,Deere & Co.,23.04%,TXT,Textron Inc.
360,167.14%,XEC,Cimarex Energy,155.76%,R,Ryder Systems Inc.,2.62%,VIAB,Viacom Inc.,-18.56%,GLW,Corning Inc.,469.95%,NUE,Nucor Corp.,383.32%,CMG,Chipotle Mexican Grill,43.46%,CCL,Carnival Corp.,74.44%,DGX,Quest Diagnostics,161.02%,MPC,Marathon Petroleum,138.08%,DVN,Devon Energy,66.04%,FII,Federated Investors,283.74%,GD,General Dynamics,22.53%,APC,Anadarko Petroleum Corp
361,163.20%,FCX,Freeport-McMoRan Inc.,154.11%,EL,Estee Lauder Cos.,0.65%,S,Sprint Nextel Corp.,-18.84%,EMN,Eastman Chemical,469.76%,UNH,United Health Group Inc.,348.02%,AET,Aetna Inc,42.66%,WIN,Windstream Holdings Inc,74.22%,CINF,Cincinnati Financial,160.43%,MCHP,Microchip Technology,138.00%,DNR,Denbury Resources,65.84%,MNK,Mallinckrodt,283.05%,MKC,McCormick & Co.,22.34%,SIG,Signet Jewelers
362,162.71%,PRU,Prudential Financial,153.87%,KMX,Carmax Inc,-2.62%,MSI,Motorola Solutions Inc.,-20.18%,PBI,Pitney Bowes Inc,463.11%,MA,Mastercard Inc.,329.00%,TMO,Thermo Fisher Scientific,41.33%,RE,Everest Re,73.59%,MYL,Mylan N.V.,160.28%,NSM,National Semiconductor Corp.,136.60%,TWX,Time Warner Inc.,65.54%,KORS,Michael Kors Holdings,275.28%,ECL,Ecolab,21.43%,TPR,"Tapestry, Inc."
363,160.85%,CMI,Cummins Inc.,151.17%,RL,Polo Ralph Lauren Corp.,-4.05%,TEL,TE Connectivity Ltd.,-20.20%,ARNC,Arconic Inc,456.73%,CHD,Church & Dwight,312.71%,MRO,Marathon Oil Corp.,40.62%,ALGN,Align Technology,73.30%,MCHP,Microchip Technology,159.99%,IRM,Iron Mountain Incorporated,135.86%,MDLZ,Mondelez International,63.29%,APC,Anadarko Petroleum Corp,270.57%,BCR,Bard (C.R.) Inc.,17.25%,KHC,Kraft Heinz
364,160.74%,AYI,Acuity Brands Inc,150.65%,DTE,DTE Energy,-11.38%,A,Agilent Technologies Inc,-21.00%,MS,Morgan Stanley,451.77%,ETN,Eaton Corporation,295.97%,MTD,Mettler Toledo,39.87%,AGN,"Allergan, Inc",72.23%,LOW,Lowe's Cos.,156.29%,PEP,PepsiCo Inc.,135.85%,TGT,Target Corp.,63.05%,IQV,IQVIA,268.71%,TAP,Molson Coors Brewing Company,13.93%,PDCO,Patterson Companies
365,160.28%,GLW,Corning Inc.,150.46%,GPC,Genuine Parts,-13.87%,CDNS,Cadence Design Systems,-21.02%,DIS,The Walt Disney Company,444.32%,PX,Praxair Inc.,290.57%,BCR,Bard (C.R.) Inc.,39.75%,LEN,Lennar Corp.,72.17%,CNP,CenterPoint Energy,155.48%,PNC,PNC Financial Services,135.30%,VRSK,Verisk Analytics,63.05%,Q,Qwest Communications,267.96%,KSU,Kansas City Southern,9.01%,AKAM,Akamai Technologies Inc
366,159.24%,MCD,McDonald's Corp.,149.12%,ACN,Accenture plc,-15.16%,TER,Teradyne,-21.14%,AXP,American Express Co,402.26%,ADS,Alliance Data Systems,268.69%,SLB,Schlumberger Ltd.,38.68%,NI,NiSource Inc.,71.72%,VZ,Verizon Communications,155.25%,WYN,Wyndham Worldwide,134.74%,MSFT,Microsoft Corp.,60.95%,XYL,Xylem Inc.,267.52%,DTE,DTE Energy,6.84%,NWSA,News Corp. Class A
367,157.74%,FLS,Flowserve Corporation,148.99%,UNP,Union Pacific,-15.33%,MAT,Mattel Inc.,-22.67%,MCK,McKesson Corp.,379.44%,ESS,"Essex Property Trust, Inc.",242.79%,APD,Air Products & Chemicals Inc,38.35%,PFG,Principal Financial Group,70.73%,CMCSA,Comcast Corp.,154.33%,KO,Coca-Cola Company,133.46%,K,Kellogg Co.,60.64%,ADSK,Autodesk Inc,260.54%,HCN,Welltower Inc.,5.84%,WU,Western Union Co
368,156.40%,VTR,Ventas Inc,148.52%,GWW,Grainger (W.W.) Inc.,-17.72%,F,Ford Motor,-22.99%,SLM,SLM Corporation,377.29%,MAA,Mid-America Apartments,225.38%,GD,General Dynamics,37.92%,WY,Weyerhaeuser Corp.,70.39%,VRTX,Vertex Pharmaceuticals Inc,152.95%,SUN,Sunoco Inc.,133.33%,ETR,Entergy Corp.,60.62%,ALL,Allstate Corp,260.03%,CI,CIGNA Corp.,2.27%,EXC,Exelon Corp.
369,153.06%,BRK.B,Berkshire Hathaway,148.46%,CCI,Crown Castle International Corp.,-18.68%,UNM,Unum Group,-23.15%,IFF,Intl Flavors & Fragrances,374.45%,ROST,Ross Stores,191.51%,ENDP,Endo International plc,37.08%,WFC,Wells Fargo,70.15%,ABT,Abbott Laboratories,152.69%,AJG,Arthur J. Gallagher & Co.,131.05%,MYL,Mylan N.V.,60.29%,FDX,FedEx Corporation,259.19%,ESS,"Essex Property Trust, Inc.",0.32%,HES,Hess Corporation
370,152.18%,EW,Edwards Lifesciences,148.30%,KR,Kroger Co.,-21.82%,CA,"CA, Inc.",-24.09%,BMY,Bristol-Myers Squibb,355.05%,HCP,HCP Inc.,178.04%,ANTM,Anthem Inc.,36.46%,FSLR,First Solar,69.68%,HBI,Hanesbrands Inc,151.24%,LUK,Leucadia National Corp.,130.46%,AJG,Arthur J. Gallagher & Co.,60.04%,PLD,Prologis,256.98%,GOOG,Alphabet Inc Class C,0.19%,LUK,Leucadia National Corp.
371,148.35%,S,Sprint Nextel Corp.,147.39%,WLTW,Willis Towers Watson,-21.94%,INCY,Incyte,-24.30%,NBR,Nabors Industries,352.60%,O,Realty Income Corporation,176.90%,FII,Federated Investors,36.14%,AEE,Ameren Corp,69.67%,JPM,JPMorgan Chase & Co.,150.70%,PG,Procter & Gamble,129.33%,JPM,JPMorgan Chase & Co.,58.76%,CSCO,Cisco Systems,252.73%,WAT,Waters Corporation,-4.24%,CSRA,CSRA Inc.
372,147.02%,WEC,Wec Energy Group Inc,147.32%,WEC,Wec Energy Group Inc,-23.52%,RHT,Red Hat Inc.,-24.52%,ALK,Alaska Air Group Inc,334.33%,RL,Polo Ralph Lauren Corp.,171.43%,BHGE,"Baker Hughes, a GE Company",35.88%,TAP,Molson Coors Brewing Company,69.45%,RDC,Rowan Companies Plc,149.83%,TWX,Time Warner Inc.,128.48%,T,AT&T Inc,58.01%,ZTS,Zoetis,250.38%,TRV,The Travelers Companies Inc.,-4.47%,STI,SunTrust Banks
373,147.02%,ENDP,Endo International plc,146.74%,MAS,Masco Corp.,-23.78%,AAL,American Airlines Group,-25.90%,NI,NiSource Inc.,328.90%,CRM,Salesforce.com,150.77%,DTE,DTE Energy,34.12%,RHI,Robert Half International,69.25%,PHM,Pulte Homes Inc.,148.80%,CPB,Campbell Soup,128.27%,NWL,Newell Brands,56.97%,STT,State Street Corp.,247.32%,HSIC,Henry Schein,-4.84%,FITB,Fifth Third Bancorp
374,144.80%,AMD,Advanced Micro Devices,145.56%,STX,Seagate Technology,-24.99%,TSN,Tyson Foods,-25.93%,CAG,Conagra Brands,320.10%,HES,Hess Corporation,148.71%,GRA,W.R. Grace,34.09%,FBHS,Fortune Brands Home & Security,68.45%,NDAQ,"Nasdaq, Inc.",148.71%,SCG,SCANA Corp,127.00%,OI,Owens-Illinois,56.37%,ETR,Entergy Corp.,246.22%,EXPE,Expedia Inc.,-6.24%,NEM,Newmont Mining Corporation
375,144.78%,NRG,NRG Energy,144.96%,ALK,Alaska Air Group Inc,-27.32%,WYN,Wyndham Worldwide,-26.14%,LLY,Lilly (Eli) & Co.,313.58%,FAST,Fastenal Co,138.96%,IR,Ingersoll-Rand PLC,33.96%,BAX,Baxter International Inc.,67.13%,CCL,Carnival Corp.,148.63%,X,United States Steel Corporation,126.64%,KO,Coca-Cola Company,55.88%,MTB,M&T Bank Corp.,245.67%,XEL,Xcel Energy Inc,-6.54%,KSS,Kohl's
376,143.27%,FOXA,Twenty-First Century Fox Class A,144.08%,INTU,Intuit,-28.14%,DAL,Delta Air Lines,-26.48%,BAC,Bank of America Corp,310.05%,DE,Deere & Co.,131.97%,NE,Noble Corp,32.06%,WHR,Whirlpool Corp.,66.94%,AEP,American Electric Power,147.54%,AMGN,Amgen Inc,125.73%,PNC,PNC Financial Services,54.73%,SAIC,SAIC,245.24%,GIS,General Mills,-7.27%,MUR,Murphy Oil
377,141.47%,HUM,Humana Inc.,142.54%,CCE,Coca-Cola Enterprises,-29.24%,CMS,CMS Energy,-26.49%,BHGE,"Baker Hughes, a GE Company",276.08%,ALB,Albemarle Corp,129.27%,FISV,Fiserv Inc,32.03%,OMC,Omnicom Group,65.00%,TGT,Target Corp.,146.80%,AWK,American Water Works Company Inc,123.55%,MUR,Murphy Oil,52.77%,COTY,"Coty, Inc",244.78%,COO,The Cooper Companies,-7.34%,QRVO,Qorvo
378,139.03%,WY,Weyerhaeuser Corp.,138.80%,SCG,SCANA Corp,-33.16%,FL,Foot Locker Inc,-27.06%,WU,Western Union Co,275.45%,COO,The Cooper Companies,128.38%,MMM,3M Company,31.21%,FOXA,Twenty-First Century Fox Class A,64.93%,BBBY,Bed Bath & Beyond,145.95%,MSI,Motorola Solutions Inc.,123.06%,PSX,Phillips 66,51.26%,AEE,Ameren Corp,242.41%,APD,Air Products & Chemicals Inc,-7.68%,MS,Morgan Stanley
379,138.13%,ALK,Alaska Air Group Inc,138.43%,NSC,Norfolk Southern Corp.,-33.16%,GT,Goodyear Tire & Rubber,-27.96%,OI,Owens-Illinois,273.95%,FLR,Fluor Corp.,116.76%,UAA,Under Armour,30.67%,SYY,Sysco Corp.,64.85%,MHK,Mohawk Industries,145.65%,TGT,Target Corp.,122.58%,ARE,Alexandria Real Estate Equities Inc,50.69%,CDNS,Cadence Design Systems,241.02%,CVS,CVS Health,-9.44%,HOG,Harley-Davidson
380,137.46%,PFG,Principal Financial Group,138.04%,HBAN,Huntington Bancshares,-36.34%,LVLT,Level 3 Communications,-28.88%,JBL,Jabil Circuit,269.37%,HRS,Harris Corporation,95.34%,AEP,American Electric Power,30.38%,WMT,Wal-Mart Stores,63.58%,DUK,Duke Energy,145.40%,OI,Owens-Illinois,122.15%,CPB,Campbell Soup,50.60%,KIM,Kimco Realty,234.87%,APTV,Aptiv Plc,-13.11%,GME,GameStop
381,137.35%,NI,NiSource Inc.,138.01%,LNT,Alliant Energy Corp,-38.02%,BIG,Big Lots Inc.,-29.37%,CBG,CBRE Group,269.18%,JEC,Jacobs Engineering Group,93.72%,EIX,Edison Int'l,29.46%,CPB,Campbell Soup,62.30%,XEL,Xcel Energy Inc,144.66%,BRK.B,Berkshire Hathaway,122.13%,TPR,"Tapestry, Inc.",50.23%,SYY,Sysco Corp.,234.75%,DISCK,Discovery Communications,-13.47%,IGT,International Game Technology
382,134.53%,NDAQ,"Nasdaq, Inc.",136.57%,WMB,Williams Cos.,-41.75%,AMD,Advanced Micro Devices,-29.43%,HST,Host Hotels & Resorts,268.08%,TIF,Tiffany & Co.,92.44%,PPG,PPG Industries,27.74%,CINF,Cincinnati Financial,62.17%,SUN,Sunoco Inc.,144.49%,SYK,Stryker Corp.,121.15%,GS,Goldman Sachs Group,48.91%,R,Ryder Systems Inc.,234.56%,BDX,Becton Dickinson,-14.09%,SUN,Sunoco Inc.
383,134.19%,PVH,PVH Corp.,135.94%,AMD,Advanced Micro Devices,-42.49%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-29.71%,CPB,Campbell Soup,253.12%,GRMN,Garmin Ltd.,82.14%,AIV,Apartment Investment & Management,26.21%,WYN,Wyndham Worldwide,61.80%,ALL,Allstate Corp,144.07%,BIG,Big Lots Inc.,120.24%,MHK,Mohawk Industries,47.79%,MET,MetLife Inc.,233.94%,DG,Dollar General,-15.23%,VIAB,Viacom Inc.
384,133.01%,R,Ryder Systems Inc.,134.89%,FOXA,Twenty-First Century Fox Class A,-45.19%,IPG,Interpublic Group,-32.51%,BSX,Boston Scientific,248.75%,SRE,Sempra Energy,78.04%,ALL,Allstate Corp,25.48%,SEE,Sealed Air,60.24%,CPB,Campbell Soup,143.48%,UNM,Unum Group,120.07%,MNK,Mallinckrodt,47.68%,M,Macy's Inc.,232.93%,TMK,Torchmark Corp.,-15.59%,FCX,Freeport-McMoRan Inc.
