,1995-1997,ticker,company,1996-1998,ticker,company,1997-1999,ticker,company,1998-2000,ticker,company,1999-2001,ticker,company,2000-2002,ticker,company,2001-2003,ticker,company,2002-2004,ticker,company,2003-2005,ticker,company,2004-2006,ticker,company,2005-2007,ticker,company,2006-2008,ticker,company,2007-2009,ticker,company,2008-2010,ticker,company,2009-2011,ticker,company,2010-2012,ticker,company,2011-2013,ticker,company,2012-2014,ticker,company,2013-2015,ticker,company,2014-2016,ticker,company,2015-2017,ticker,company,2016-2018,ticker,company
428,,,,,,,-63.44%,FCX,Freeport-McMoRan Inc.,-56.17%,WM,Waste Management Inc.,-49.83%,IFF,Intl Flavors & Fragrances,-39.17%,HON,Honeywell Int'l Inc.,-49.46%,DUK,Duke Energy,-15.95%,AIG,"American International Group, Inc.",18.25%,MCK,McKesson Corp.,-0.98%,DISCA,Discovery Communications,2.61%,PKG,Packaging Corporation of America,-16.45%,AGN,"Allergan, Inc",-27.01%,ETN,Eaton Corporation,47.38%,TSCO,Tractor Supply Company,31.52%,CB,Chubb Corp,29.93%,MCO,Moody's Corp,23.37%,DRE,Duke Realty Corp,28.11%,LNT,Alliant Energy Corp,29.50%,ED,Consolidated Edison,-28.06%,THC,Tenet Healthcare,14.87%,ECL,Ecolab,38.25%,GOOG,Alphabet Inc Class C
429,,,,,,,-70.45%,FL,Foot Locker Inc,-56.56%,IT,Gartner Inc,-50.59%,S,Sprint Nextel Corp.,-39.18%,CCL,Carnival Corp.,-49.57%,INTC,Intel Corp.,-16.22%,COST,Costco Wholesale Corp.,17.62%,ODP,Office Depot Inc.,-1.04%,NFLX,Netflix Inc.,2.35%,PRGO,Perrigo,-16.65%,IPG,Interpublic Group,-27.19%,FIS,Fidelity National Information Services,32.19%,LEG,Leggett & Platt,31.20%,AWK,American Water Works Company Inc,29.78%,CVS,CVS Health,23.09%,SCG,SCANA Corp,27.97%,WEC,Wec Energy Group Inc,29.38%,WAT,Waters Corporation,-28.81%,STX,Seagate Technology,14.52%,MMM,3M Company,38.12%,MUR,Murphy Oil
430,,,,,,,-70.51%,DNR,Denbury Resources,-57.87%,MCK,McKesson Corp.,-50.66%,GT,Goodyear Tire & Rubber,-40.23%,X,United States Steel Corporation,-50.79%,RIG,Transocean,-16.64%,MSFT,Microsoft Corp.,17.43%,LUV,Southwest Airlines,-1.19%,MU,Micron Technology,1.52%,PKI,PerkinElmer,-16.74%,VRTX,Vertex Pharmaceuticals Inc,-27.21%,DRI,Darden Restaurants,28.36%,URBN,Urban Outfitters,29.86%,DRE,Duke Realty Corp,28.72%,UHS,"Universal Health Services, Inc.",22.90%,XEL,Xcel Energy Inc,27.53%,ES,Eversource Energy,29.35%,SYF,Synchrony Financial,-29.07%,QCOM,QUALCOMM Inc.,13.98%,A,Agilent Technologies Inc,38.12%,PCLN,Priceline.com Inc
431,,,,,,,-74.56%,KMX,Carmax Inc,-60.32%,AN,AutoNation Inc,-51.02%,ENDP,Endo International plc,-41.66%,F,Ford Motor,-50.92%,MCD,McDonald's Corp.,-17.97%,CDNS,Cadence Design Systems,17.31%,AGN,"Allergan, Inc",-1.59%,MCHP,Microchip Technology,1.13%,BLL,Ball Corp,-16.96%,MHK,Mohawk Industries,-27.33%,BMS,Bemis Company,20.52%,JBHT,J. B. Hunt Transport Services,29.77%,GD,General Dynamics,28.16%,HST,Host Hotels & Resorts,22.34%,INTU,Intuit,27.30%,GRMN,Garmin Ltd.,29.13%,AKS,AK Steel Holding Corp.,-30.15%,SLM,SLM Corporation,13.61%,TMO,Thermo Fisher Scientific,37.46%,BBT,BB&T Corporation
432,,,,,,,-76.20%,PXD,Pioneer Natural Resources,-60.54%,HUM,Humana Inc.,-52.01%,UNM,Unum Group,-41.81%,TXN,Texas Instruments,-51.24%,GME,GameStop,-18.53%,GE,General Electric,17.13%,CDNS,Cadence Design Systems,-1.70%,GHC,Graham Holdings,0.81%,IBM,International Business Machines,-17.38%,CMA,Comerica Inc.,-27.36%,ADS,Alliance Data Systems,15.67%,AWK,American Water Works Company Inc,29.49%,EIX,Edison Int'l,26.88%,INTC,Intel Corp.,21.81%,JNJ,Johnson & Johnson,26.89%,L,Loews Corp.,29.00%,DHI,D. R. Horton,-30.52%,KG,King Pharmaceuticals Inc.,13.29%,MS,Morgan Stanley,36.27%,FAST,Fastenal Co
433,,,,,,,-79.09%,RRC,Range Resources Corp.,-61.96%,HSIC,Henry Schein,-52.96%,URBN,Urban Outfitters,-42.72%,TXT,Textron Inc.,-51.78%,COF,Capital One Financial,-18.59%,MTD,Mettler Toledo,17.11%,AJG,Arthur J. Gallagher & Co.,-2.45%,HAS,Hasbro Inc.,0.11%,SYY,Sysco Corp.,-17.49%,CTAS,Cintas Corporation,-27.57%,MAA,Mid-America Apartments,14.80%,CSX,CSX Corp.,29.20%,SWN,Southwestern Energy,25.74%,MHK,Mohawk Industries,21.36%,HCA,HCA Holdings,26.01%,CSCO,Cisco Systems,29.00%,COP,ConocoPhillips,-30.89%,AES,AES Corp,13.27%,SBR,Sabre Holdings,35.96%,COF,Capital One Financial
434,,,,,,,-96.58%,CHK,Chesapeake Energy,-63.02%,BIG,Big Lots Inc.,-53.77%,MCK,McKesson Corp.,-43.25%,MSFT,Microsoft Corp.,-52.37%,XLNX,Xilinx Inc,-19.86%,AEP,American Electric Power,17.09%,DLTR,Dollar Tree,-2.51%,TWX,Time Warner Inc.,0.05%,ARNC,Arconic Inc,-21.40%,BBT,BB&T Corporation,-27.66%,OKE,ONEOK,13.40%,CHD,Church & Dwight,28.65%,HCN,Welltower Inc.,25.63%,WIN,Windstream Holdings Inc,20.38%,BEN,Franklin Resources,25.80%,CNP,CenterPoint Energy,28.73%,AVB,"AvalonBay Communities, Inc.",-30.95%,HAL,Halliburton Co.,13.27%,APD,Air Products & Chemicals Inc,35.82%,FII,Federated Investors
435,,,,,,,,,,-63.36%,JCP,J.C. Penney,-54.07%,CA,"CA, Inc.",-43.65%,DISH,Dish Network,-52.60%,CDNS,Cadence Design Systems,-20.00%,VZ,Verizon Communications,16.65%,TGNA,"Tegna, Inc.",-3.39%,PRGO,Perrigo,-0.11%,CCE,Coca-Cola Enterprises,-22.94%,LEG,Leggett & Platt,-29.31%,LEG,Leggett & Platt,8.14%,WEC,Wec Energy Group Inc,21.97%,DVN,Devon Energy,25.58%,DHR,Danaher Corp.,19.84%,VMC,Vulcan Materials,25.65%,PX,Praxair Inc.,28.71%,EQT,EQT Corporation,-31.42%,M,Macy's Inc.,13.15%,COL,Rockwell Collins,35.65%,TIF,Tiffany & Co.
436,,,,,,,,,,-63.82%,MAT,Mattel Inc.,-54.63%,HAS,Hasbro Inc.,-47.34%,NTAP,NetApp,-54.68%,BK,The Bank of New York Mellon Corp.,-20.04%,CA,"CA, Inc.",16.57%,MSFT,Microsoft Corp.,-3.86%,VIAB,Viacom Inc.,-0.18%,PPG,PPG Industries,-23.18%,MTB,M&T Bank Corp.,-29.44%,EQIX,Equinix,7.08%,EMN,Eastman Chemical,19.86%,AEP,American Electric Power,25.53%,TRV,The Travelers Companies Inc.,19.67%,AYI,Acuity Brands Inc,25.28%,HOLX,Hologic,28.67%,GE,General Electric,-31.82%,PXD,Pioneer Natural Resources,12.87%,L,Loews Corp.,35.52%,DLTR,Dollar Tree
437,,,,,,,,,,-64.56%,VTR,Ventas Inc,-54.64%,NSC,Norfolk Southern Corp.,-47.74%,IPG,Interpublic Group,-54.75%,ATI,Allegheny Technologies,-20.55%,NTRS,Northern Trust Corp.,16.47%,UNP,Union Pacific,-4.18%,PPG,PPG Industries,-0.20%,FLIR,FLIR Systems,-24.98%,HSY,The Hershey Company,-30.09%,SNPS,Synopsys Inc.,5.03%,EQIX,Equinix,10.78%,BCR,Bard (C.R.) Inc.,24.83%,NEE,NextEra Energy,19.61%,VRTX,Vertex Pharmaceuticals Inc,25.19%,AEP,American Electric Power,28.43%,CHK,Chesapeake Energy,-31.83%,HOG,Harley-Davidson,12.55%,BLL,Ball Corp,34.89%,HAL,Halliburton Co.
438,,,,,,,,,,-65.64%,FL,Foot Locker Inc,-55.32%,AN,AutoNation Inc,-48.24%,DXC,DXC Technology,-55.06%,AMD,Advanced Micro Devices,-21.53%,FLS,Flowserve Corporation,16.12%,ADP,Automatic Data Processing,-4.20%,ZBH,Zimmer Biomet Holdings,-0.35%,XRX,Xerox Corp.,-25.55%,LUV,Southwest Airlines,-30.51%,BBT,BB&T Corporation,-0.27%,CCK,Crown Holdings,9.95%,DAL,Delta Air Lines,24.52%,LEG,Leggett & Platt,19.43%,PX,Praxair Inc.,24.80%,MAC,Macerich,27.27%,SLB,Schlumberger Ltd.,-33.10%,NTAP,NetApp,12.39%,LLY,Lilly (Eli) & Co.,34.63%,D,Dominion Energy
439,,,,,,,,,,-65.91%,TMO,Thermo Fisher Scientific,-56.19%,HOLX,Hologic,-50.44%,CA,"CA, Inc.",-55.10%,NTRS,Northern Trust Corp.,-22.23%,IBM,International Business Machines,16.05%,NOC,Northrop Grumman Corp.,-4.49%,CBS,CBS Corp.,-0.63%,MMM,3M Company,-25.74%,COO,The Cooper Companies,-30.65%,L,Loews Corp.,-3.00%,SYY,Sysco Corp.,7.33%,AET,Aetna Inc,23.08%,V,Visa Inc.,19.09%,GOOG,Alphabet Inc Class C,24.77%,KSS,Kohl's,26.89%,OI,Owens-Illinois,-33.40%,JEC,Jacobs Engineering Group,11.62%,EQR,Equity Residential,34.19%,ES,Eversource Energy
440,,,,,,,,,,-68.34%,CHK,Chesapeake Energy,-58.99%,ILMN,Illumina Inc,-50.71%,ORCL,Oracle Corp.,-55.75%,CVS,CVS Health,-22.56%,MOS,The Mosaic Company,15.86%,TRV,The Travelers Companies Inc.,-5.12%,ABT,Abbott Laboratories,-0.75%,CAG,Conagra Brands,-26.65%,DRI,Darden Restaurants,-31.00%,AEE,Ameren Corp,-3.95%,SRE,Sempra Energy,3.47%,ALL,Allstate Corp,22.49%,HSIC,Henry Schein,18.95%,DHR,Danaher Corp.,24.58%,KO,Coca-Cola Company,26.84%,F,Ford Motor,-33.83%,GPS,Gap Inc.,11.50%,AEP,American Electric Power,33.76%,TMO,Thermo Fisher Scientific
441,,,,,,,,,,-69.02%,PXD,Pioneer Natural Resources,-59.43%,URI,"United Rentals, Inc.",-52.02%,XRX,Xerox Corp.,-55.79%,XEL,Xcel Energy Inc,-22.76%,SCHW,Charles Schwab Corporation,15.47%,AOS,A.O. Smith,-5.18%,MMM,3M Company,-1.25%,AJG,Arthur J. Gallagher & Co.,-27.32%,WYN,Wyndham Worldwide,-31.86%,UHS,"Universal Health Services, Inc.",-6.01%,BIIB,Biogen Inc.,0.61%,PWR,Quanta Services Inc.,22.45%,MTB,M&T Bank Corp.,16.72%,HP,Helmerich & Payne,24.51%,ESV,Ensco plc,26.82%,VMC,Vulcan Materials,-34.25%,LIFE,Life Technologies,11.43%,HSIC,Henry Schein,33.54%,PKI,PerkinElmer
442,,,,,,,,,,-72.21%,HOLX,Hologic,-59.94%,AKS,AK Steel Holding Corp.,-52.77%,HPQ,HP Inc.,-56.35%,MSI,Motorola Solutions Inc.,-22.96%,RMD,ResMed,15.35%,BBBY,Bed Bath & Beyond,-5.69%,FHN,First Horizon,-1.48%,WYN,Wyndham Worldwide,-27.37%,FITB,Fifth Third Bancorp,-32.33%,PGR,Progressive Corp.,-10.07%,IP,International Paper,-2.81%,LLY,Lilly (Eli) & Co.,22.08%,SNPS,Synopsys Inc.,16.67%,K,Kellogg Co.,24.43%,SPG,Simon Property Group Inc,26.75%,XLNX,Xilinx Inc,-34.48%,CMI,Cummins Inc.,11.23%,AMT,American Tower Corp A,33.39%,DUK,Duke Energy
443,,,,,,,,,,-73.83%,WDC,Western Digital,-64.58%,TSCO,Tractor Supply Company,-54.33%,TER,Teradyne,-58.08%,SCHW,Charles Schwab Corporation,-23.33%,GME,GameStop,15.34%,MYL,Mylan N.V.,-5.72%,CF,CF Industries Holdings Inc,-1.49%,HRB,Block H&R,-28.14%,DAL,Delta Air Lines,-32.35%,DXC,DXC Technology,-10.18%,VAR,Varian Medical Systems,-29.00%,CBOE,CBOE Holdings,21.67%,T,AT&T Inc,16.40%,BBT,BB&T Corporation,24.08%,VNO,Vornado Realty Trust,26.56%,NTAP,NetApp,-34.48%,SNI,Scripps Networks Interactive Inc.,10.99%,BMS,Bemis Company,33.39%,INTC,Intel Corp.
444,,,,,,,,,,-74.31%,KMX,Carmax Inc,-65.51%,IT,Gartner Inc,-56.25%,AES,AES Corp,-58.77%,F,Ford Motor,-24.19%,CERN,Cerner,14.45%,AIG,"American International Group, Inc.",-5.90%,CDNS,Cadence Design Systems,-1.69%,WLTW,Willis Towers Watson,-29.22%,MSI,Motorola Solutions Inc.,-32.68%,SYY,Sysco Corp.,-10.67%,MMC,Marsh & McLennan,-32.47%,VMC,Vulcan Materials,21.41%,CELG,Celgene Corp.,16.30%,TMO,Thermo Fisher Scientific,23.95%,XOM,Exxon Mobil Corp.,26.38%,RL,Polo Ralph Lauren Corp.,-34.90%,MU,Micron Technology,10.64%,FTV,Fortive Corp,33.36%,JCI,Johnson Controls Inc
445,,,,,,,,,,-75.68%,DVA,DaVita,-66.67%,EQIX,Equinix,-57.40%,AAPL,Apple Inc.,-59.05%,ORCL,Oracle Corp.,-27.11%,T,AT&T Inc,14.10%,RDC,Rowan Companies Plc,-6.40%,VZ,Verizon Communications,-2.17%,ZBH,Zimmer Biomet Holdings,-32.86%,TSCO,Tractor Supply Company,-32.79%,MSFT,Microsoft Corp.,-16.51%,HRS,Harris Corporation,nan%,BHF,Brighthouse Financial Inc,21.30%,GIS,General Mills,15.81%,SYY,Sysco Corp.,23.65%,ALB,Albemarle Corp,26.10%,HP,Helmerich & Payne,-35.12%,RL,Polo Ralph Lauren Corp.,10.58%,MRK,Merck & Co.,33.22%,HSY,The Hershey Company
446,,,,,,,,,,-77.18%,DNR,Denbury Resources,-70.93%,AMZN,Amazon.com Inc,-57.69%,TWX,Time Warner Inc.,-59.56%,TWX,Time Warner Inc.,-28.48%,AON,Aon plc,14.03%,ED,Consolidated Edison,-7.20%,FOX,Twenty-First Century Fox Class B,-2.34%,MMC,Marsh & McLennan,-33.80%,TGNA,"Tegna, Inc.",-33.85%,KSU,Kansas City Southern,-18.63%,EXPE,Expedia Inc.,123.31%,ALGN,Align Technology,21.08%,PLD,Prologis,15.74%,PDCO,Patterson Companies,23.59%,LUK,Leucadia National Corp.,25.84%,SO,Southern Co.,-35.84%,PWR,Quanta Services Inc.,10.39%,DHI,D. R. Horton,33.04%,MPC,Marathon Petroleum
447,,,,,,,,,,-79.53%,RRC,Range Resources Corp.,-71.16%,ODP,Office Depot Inc.,-60.14%,OI,Owens-Illinois,-60.04%,ANDV,Andeavor,-28.92%,RIG,Transocean,13.56%,DLR,Digital Realty,-7.39%,ICE,Intercontinental Exchange,-2.38%,XL,XL Capital,-38.33%,LM,Legg Mason,-34.21%,GOOG,Alphabet Inc Class C,-19.83%,COL,Rockwell Collins,115.67%,HP,Helmerich & Payne,20.41%,AXP,American Express Co,15.68%,EQR,Equity Residential,22.98%,NE,Noble Corp,25.66%,MAA,Mid-America Apartments,-36.60%,MAT,Mattel Inc.,10.33%,ES,Eversource Energy,32.96%,CRM,Salesforce.com
448,,,,,,,,,,,,,-73.15%,CCK,Crown Holdings,-60.77%,ETFC,E*Trade,-60.68%,CSCO,Cisco Systems,-29.39%,HD,Home Depot,13.53%,KR,Kroger Co.,-7.69%,HRB,Block H&R,-2.78%,LLY,Lilly (Eli) & Co.,-42.70%,MCO,Moody's Corp,-34.46%,ALGN,Align Technology,-19.83%,GS,Goldman Sachs Group,112.03%,WAT,Waters Corporation,20.16%,BHGE,"Baker Hughes, a GE Company",15.67%,PGR,Progressive Corp.,21.72%,AES,AES Corp,25.66%,VRSK,Verisk Analytics,-37.15%,APC,Anadarko Petroleum Corp,10.26%,COF,Capital One Financial,32.67%,LKQ,LKQ Corporation
449,,,,,,,,,,,,,-73.36%,JCP,J.C. Penney,-63.12%,A,Agilent Technologies Inc,-62.48%,IPG,Interpublic Group,-29.58%,DO,Diamond Offshore Drilling,13.47%,VZ,Verizon Communications,-7.71%,ORCL,Oracle Corp.,-3.31%,XEC,Cimarex Energy,-48.83%,FHN,First Horizon,-35.50%,EQR,Equity Residential,-20.02%,FHN,First Horizon,110.85%,JNPR,Juniper Networks,19.56%,OXY,Occidental Petroleum,14.78%,AVGO,Broadcom,21.62%,AEE,Ameren Corp,25.44%,PLD,Prologis,-37.22%,TPR,"Tapestry, Inc.",9.88%,JCI,Johnson Controls Inc,32.49%,ETR,Entergy Corp.
450,,,,,,,,,,,,,-76.08%,FLIR,FLIR Systems,-63.15%,CTXS,Citrix Systems,-63.66%,BMY,Bristol-Myers Squibb,-30.40%,ALXN,Alexion Pharmaceuticals,11.58%,SCHW,Charles Schwab Corporation,-7.94%,MDLZ,Mondelez International,-3.34%,JBL,Jabil Circuit,-52.45%,BSX,Boston Scientific,-35.91%,ARE,Alexandria Real Estate Equities Inc,-22.72%,MCO,Moody's Corp,108.54%,OKE,ONEOK,19.51%,WAT,Waters Corporation,14.39%,HRS,Harris Corporation,21.19%,FLIR,FLIR Systems,25.37%,GM,General Motors,-37.27%,LUK,Leucadia National Corp.,9.66%,DLTR,Dollar Tree,31.89%,HIG,Hartford Financial Svc.Gp.
451,,,,,,,,,,,,,-77.06%,RHT,Red Hat Inc.,-65.45%,RCL,Royal Caribbean Cruises Ltd,-64.53%,CMS,CMS Energy,-30.84%,XEL,Xcel Energy Inc,11.22%,GIS,General Mills,-8.24%,XL,XL Capital,-3.38%,HD,Home Depot,nan%,BHF,Brighthouse Financial Inc,-36.06%,ESS,"Essex Property Trust, Inc.",-29.03%,CNX,Consol Energy,108.03%,CSX,CSX Corp.,19.33%,CI,CIGNA Corp.,14.31%,ALB,Albemarle Corp,20.88%,SWK,Stanley Black & Decker,25.29%,MSI,Motorola Solutions Inc.,-37.53%,WIN,Windstream Holdings Inc,9.62%,ALL,Allstate Corp,30.69%,STX,Seagate Technology
452,,,,,,,,,,,,,-79.68%,GRA,W.R. Grace,-66.19%,CSCO,Cisco Systems,-64.70%,A,Agilent Technologies Inc,-31.10%,ADP,Automatic Data Processing,10.70%,CMS,CMS Energy,-9.78%,IBM,International Business Machines,-4.14%,VIAB,Viacom Inc.,165.61%,ALGN,Align Technology,-36.27%,DPS,Dr Pepper Snapple Group,-34.60%,MOS,The Mosaic Company,107.23%,INTU,Intuit,19.14%,DHI,D. R. Horton,14.04%,XYL,Xylem Inc.,20.84%,CVX,Chevron Corp.,25.14%,WIN,Windstream Holdings Inc,-38.19%,KSU,Kansas City Southern,9.54%,RRD,R.R. Donnelley,30.65%,VRSN,Verisign Inc.
453,,,,,,,,,,,,,-79.99%,KSU,Kansas City Southern,-66.52%,HAL,Halliburton Co.,-65.31%,TER,Teradyne,-35.05%,CI,CIGNA Corp.,10.11%,MDT,Medtronic plc,-9.84%,WMT,Wal-Mart Stores,-4.34%,BBBY,Bed Bath & Beyond,142.58%,ATI,Allegheny Technologies,-36.44%,ALB,Albemarle Corp,-36.02%,MHK,Mohawk Industries,103.65%,GS,Goldman Sachs Group,17.51%,WMT,Wal-Mart Stores,13.92%,IVZ,Invesco Ltd.,20.62%,DE,Deere & Co.,25.12%,QCOM,QUALCOMM Inc.,-38.68%,URBN,Urban Outfitters,9.46%,CAT,Caterpillar Inc.,30.27%,WMB,Williams Cos.
454,,,,,,,,,,,,,-81.43%,OI,Owens-Illinois,-66.56%,JNPR,Juniper Networks,-65.85%,JCI,Johnson Controls Inc,-36.20%,KSS,Kohl's,9.81%,MCHP,Microchip Technology,-10.40%,AMZN,Amazon.com Inc,-4.93%,JBHT,J. B. Hunt Transport Services,129.92%,HES,Hess Corporation,-36.56%,BIG,Big Lots Inc.,-38.31%,WMB,Williams Cos.,101.10%,PRU,Prudential Financial,17.39%,PGR,Progressive Corp.,13.36%,MMM,3M Company,20.28%,SWN,Southwestern Energy,24.57%,LH,Laboratory Corp. of America Holding,-38.81%,MOS,The Mosaic Company,9.00%,LKQ,LKQ Corporation,30.27%,L,Loews Corp.
455,,,,,,,,,,,,,-83.82%,WDC,Western Digital,-66.75%,CCI,Crown Castle International Corp.,-66.94%,CI,CIGNA Corp.,-37.00%,NDAQ,"Nasdaq, Inc.",9.40%,SWKS,Skyworks Solutions,-10.51%,KMX,Carmax Inc,-5.08%,GPS,Gap Inc.,121.91%,LKQ,LKQ Corporation,-36.57%,WU,Western Union Co,-39.24%,DE,Deere & Co.,101.07%,AOS,A.O. Smith,17.09%,PG,Procter & Gamble,12.63%,PG,Procter & Gamble,20.03%,KMI,Kinder Morgan,24.53%,FLS,Flowserve Corporation,-38.90%,SBR,Sabre Holdings,8.95%,UAL,United Continental Holdings,29.91%,TXT,Textron Inc.
456,,,,,,,,,,,,,-85.49%,AKAM,Akamai Technologies Inc,-68.98%,MSI,Motorola Solutions Inc.,-67.39%,TXN,Texas Instruments,-37.39%,UNM,Unum Group,9.29%,EXR,Extra Space Storage,-11.02%,CCE,Coca-Cola Enterprises,-5.25%,SLM,SLM Corporation,109.32%,DO,Diamond Offshore Drilling,-36.64%,SYMC,Symantec Corp.,-45.77%,MRO,Marathon Oil Corp.,97.72%,VAR,Varian Medical Systems,17.06%,HAL,Halliburton Co.,12.49%,DO,Diamond Offshore Drilling,19.96%,HUM,Humana Inc.,24.26%,K,Kellogg Co.,-39.53%,FLR,Fluor Corp.,8.83%,CNC,Centene Corporation,29.76%,CB,Chubb Corp
457,,,,,,,,,,,,,-91.73%,XRX,Xerox Corp.,-69.01%,AMT,American Tower Corp A,-67.61%,GT,Goodyear Tire & Rubber,-38.54%,BMY,Bristol-Myers Squibb,8.54%,ESV,Ensco plc,-11.19%,IGT,International Game Technology,-5.32%,DXC,DXC Technology,107.53%,WAT,Waters Corporation,-36.85%,URBN,Urban Outfitters,-60.66%,JEC,Jacobs Engineering Group,96.52%,AGN,"Allergan, Inc",16.89%,NLSN,Nielsen Holdings,12.11%,WAT,Waters Corporation,19.89%,PNW,Pinnacle West Capital,24.26%,CHRW,C. H. Robinson Worldwide,-39.61%,FTI,TechnipFMC,8.46%,KG,King Pharmaceuticals Inc.,29.72%,PSX,Phillips 66
458,,,,,,,,,,,,,-98.42%,PCLN,Priceline.com Inc,-69.07%,S,Sprint Nextel Corp.,-68.23%,IVZ,Invesco Ltd.,-40.05%,ILMN,Illumina Inc,8.42%,ABC,AmerisourceBergen Corp,-11.84%,UHS,"Universal Health Services, Inc.",-5.34%,LEN,Lennar Corp.,102.89%,ADS,Alliance Data Systems,-36.86%,COL,Rockwell Collins,-66.08%,GRMN,Garmin Ltd.,94.85%,LKQ,LKQ Corporation,16.55%,CLX,The Clorox Company,10.80%,ANTM,Anthem Inc.,19.13%,MRO,Marathon Oil Corp.,23.82%,CXO,Concho Resources,-39.85%,DISCK,Discovery Communications,8.01%,COO,The Cooper Companies,29.52%,SRE,Sempra Energy
459,,,,,,,,,,,,,,,,-69.46%,GPS,Gap Inc.,-70.40%,CNP,CenterPoint Energy,-40.84%,BAX,Baxter International Inc.,7.04%,UNM,Unum Group,-12.54%,AVP,Avon Products,-5.65%,LUV,Southwest Airlines,94.51%,NBL,Noble Energy Inc,-36.87%,WLTW,Willis Towers Watson,-72.60%,TXT,Textron Inc.,92.24%,EQR,Equity Residential,16.35%,IP,International Paper,10.56%,MAA,Mid-America Apartments,19.02%,CHK,Chesapeake Energy,23.71%,AMZN,Amazon.com Inc,-39.91%,BBBY,Bed Bath & Beyond,7.36%,DG,Dollar General,29.28%,DG,Dollar General
460,,,,,,,,,,,,,,,,-69.98%,ILMN,Illumina Inc,-72.39%,WAT,Waters Corporation,-41.97%,CNP,CenterPoint Energy,6.43%,MAT,Mattel Inc.,-12.93%,EL,Estee Lauder Cos.,-6.50%,FITB,Fifth Third Bancorp,82.37%,SCHW,Charles Schwab Corporation,-37.48%,CMS,CMS Energy,nan%,BHF,Brighthouse Financial Inc,92.02%,MAA,Mid-America Apartments,16.06%,EA,Electronic Arts,10.28%,CCK,Crown Holdings,18.86%,AIV,Apartment Investment & Management,23.41%,KO,Coca-Cola Company,-41.77%,EQT,EQT Corporation,7.36%,D,Dominion Energy,28.97%,FOX,Twenty-First Century Fox Class B
461,,,,,,,,,,,,,,,,-71.33%,QCOM,QUALCOMM Inc.,-72.47%,MU,Micron Technology,-42.06%,DUK,Duke Energy,6.27%,WMT,Wal-Mart Stores,-12.94%,BMY,Bristol-Myers Squibb,-7.17%,HSY,The Hershey Company,78.69%,ETR,Entergy Corp.,-37.82%,HAL,Halliburton Co.,65.75%,DISCK,Discovery Communications,86.33%,VRSN,Verisign Inc.,15.47%,EMR,Emerson Electric Company,9.99%,AIV,Apartment Investment & Management,18.85%,PSA,Public Storage,23.24%,PX,Praxair Inc.,-42.26%,DISCA,Discovery Communications,6.93%,IP,International Paper,28.57%,VMC,Vulcan Materials
462,,,,,,,,,,,,,,,,-73.33%,ALGN,Align Technology,-73.22%,SWKS,Skyworks Solutions,-42.26%,AES,AES Corp,5.87%,XL,XL Capital,-13.35%,MAT,Mattel Inc.,-7.58%,AMD,Advanced Micro Devices,78.34%,HPQ,HP Inc.,-38.20%,TIF,Tiffany & Co.,46.14%,WDC,Western Digital,83.18%,WIN,Windstream Holdings Inc,15.13%,FIS,Fidelity National Information Services,9.91%,URBN,Urban Outfitters,18.81%,PM,Philip Morris International,23.16%,VAR,Varian Medical Systems,-44.45%,SHLD,Sears Holding Corporation,6.50%,AAP,Advance Auto Parts,28.15%,QRVO,Qorvo
463,,,,,,,,,,,,,,,,-77.90%,EQIX,Equinix,-74.89%,VRTX,Vertex Pharmaceuticals Inc,-43.96%,TWX,Time Warner Inc.,5.52%,T,AT&T Inc,-13.99%,TIF,Tiffany & Co.,-8.04%,CTAS,Cintas Corporation,74.83%,OKE,ONEOK,-38.25%,TGT,Target Corp.,39.52%,SJM,JM Smucker,82.95%,BEN,Franklin Resources,14.68%,AMGN,Amgen Inc,9.12%,BMS,Bemis Company,18.67%,EIX,Edison Int'l,23.06%,EMR,Emerson Electric Company,-45.30%,FLS,Flowserve Corporation,6.35%,INTC,Intel Corp.,27.38%,HCA,HCA Holdings
464,,,,,,,,,,,,,,,,-79.07%,GLW,Corning Inc.,-77.06%,ALXN,Alexion Pharmaceuticals,-46.25%,IPG,Interpublic Group,5.45%,IVZ,Invesco Ltd.,-14.20%,SYY,Sysco Corp.,-8.42%,ADI,"Analog Devices, Inc.",74.44%,VRSN,Verisign Inc.,-40.04%,CMCSA,Comcast Corp.,29.54%,AOS,A.O. Smith,79.87%,WMB,Williams Cos.,13.69%,FLR,Fluor Corp.,8.77%,IPG,Interpublic Group,18.31%,ARNC,Arconic Inc,22.56%,SJM,JM Smucker,-45.71%,PVH,PVH Corp.,6.07%,ETN,Eaton Corporation,27.33%,XEC,Cimarex Energy
465,,,,,,,,,,,,,,,,-80.08%,VRSN,Verisign Inc.,-77.90%,ILMN,Illumina Inc,-46.58%,IVZ,Invesco Ltd.,3.29%,AVY,Avery Dennison Corp,-15.07%,KLAC,KLA-Tencor Corp.,-8.53%,COF,Capital One Financial,71.95%,MLM,Martin Marietta Materials,-40.51%,STT,State Street Corp.,27.95%,MAA,Mid-America Apartments,76.05%,AVGO,Broadcom,12.75%,MRK,Merck & Co.,8.72%,ORCL,Oracle Corp.,18.27%,FRT,Federal Realty Investment Trust,21.95%,COTY,"Coty, Inc",-46.43%,DVN,Devon Energy,5.77%,WLTW,Willis Towers Watson,27.05%,CCL,Carnival Corp.
