,1995-2000,ticker,company,1996-2001,ticker,company,1997-2002,ticker,company,1998-2003,ticker,company,1999-2004,ticker,company,2000-2005,ticker,company,2001-2006,ticker,company,2002-2007,ticker,company,2003-2008,ticker,company,2004-2009,ticker,company,2005-2010,ticker,company,2006-2011,ticker,company,2007-2012,ticker,company,2008-2013,ticker,company,2009-2014,ticker,company,2010-2015,ticker,company,2011-2016,ticker,company,2012-2017,ticker,company,2013-2018,ticker,company
481,,,,,,,,,,-98.81%,AKAM,Akamai Technologies Inc,-86.78%,LVLT,Level 3 Communications,-72.38%,GLW,Corning Inc.,-54.47%,SBAC,SBA Communications,-15.78%,WMT,Wal-Mart Stores,34.74%,INTU,Intuit,-31.06%,SYY,Sysco Corp.,-18.34%,PNR,Pentair Ltd.,68.78%,DHR,Danaher Corp.,-48.72%,MCO,Moody's Corp,19.92%,SWN,Southwestern Energy,110.65%,EQR,Equity Residential,84.78%,SJM,JM Smucker,94.61%,JNJ,Johnson & Johnson,66.47%,DVA,DaVita,127.13%,SNA,Snap-On Inc.
482,,,,,,,,,,,,,-92.59%,AKAM,Akamai Technologies Inc,-74.14%,TER,Teradyne,-55.26%,PWR,Quanta Services Inc.,-15.96%,IBM,International Business Machines,31.64%,EXPE,Expedia Inc.,-31.54%,MCO,Moody's Corp,-19.53%,HST,Host Hotels & Resorts,64.90%,VRSN,Verisign Inc.,-49.04%,XRX,Xerox Corp.,18.95%,LLY,Lilly (Eli) & Co.,110.32%,INTC,Intel Corp.,84.65%,VAR,Varian Medical Systems,93.96%,INTC,Intel Corp.,64.26%,AXP,American Express Co,123.96%,REGN,Regeneron
483,,,,,,,,,,,,,-93.28%,EQIX,Equinix,-74.37%,TWX,Time Warner Inc.,-55.29%,REGN,Regeneron,-16.57%,LUV,Southwest Airlines,30.79%,MRK,Merck & Co.,-34.12%,LRCX,Lam Research,-19.68%,BIIB,Biogen Inc.,64.45%,MAA,Mid-America Apartments,-49.15%,CME,CME Group Inc.,16.72%,AEP,American Electric Power,108.02%,COL,Rockwell Collins,83.51%,NLSN,Nielsen Holdings,92.93%,PGR,Progressive Corp.,63.35%,HOG,Harley-Davidson,122.73%,RMD,ResMed
484,,,,,,,,,,,,,-96.40%,PCLN,Priceline.com Inc,-75.80%,ILMN,Illumina Inc,-56.17%,VRTX,Vertex Pharmaceuticals Inc,-17.14%,HD,Home Depot,30.64%,MHK,Mohawk Industries,-34.49%,MTB,M&T Bank Corp.,-20.49%,MAC,Macerich,64.33%,TAP,Molson Coors Brewing Company,-49.26%,JCP,J.C. Penney,15.80%,MAC,Macerich,107.75%,MAA,Mid-America Apartments,83.36%,WM,Waste Management Inc.,92.62%,LNC,Lincoln National,62.29%,TGT,Target Corp.,122.49%,NYT,The New York Times Co.
485,,,,,,,,,,,,,,,,-75.87%,IPG,Interpublic Group,-57.50%,MRK,Merck & Co.,-18.29%,CDNS,Cadence Design Systems,29.84%,TWX,Time Warner Inc.,-36.27%,DPS,Dr Pepper Snapple Group,-21.72%,RRD,R.R. Donnelley,63.79%,ATI,Allegheny Technologies,-49.34%,CMA,Comerica Inc.,14.50%,IR,Ingersoll-Rand PLC,107.21%,AMGN,Amgen Inc,82.72%,DE,Deere & Co.,92.53%,O,Realty Income Corporation,61.64%,PWR,Quanta Services Inc.,121.02%,ULTA,Ulta Salon Cosmetics & Fragrance Inc
486,,,,,,,,,,,,,,,,-76.97%,KSU,Kansas City Southern,-57.89%,IVZ,Invesco Ltd.,-18.51%,EQIX,Equinix,28.84%,HSY,The Hershey Company,-37.50%,NI,NiSource Inc.,-21.87%,CMCSA,Comcast Corp.,63.61%,EQR,Equity Residential,-50.23%,VMC,Vulcan Materials,14.04%,XYL,Xylem Inc.,106.97%,MS,Morgan Stanley,81.92%,WAT,Waters Corporation,90.42%,WDC,Western Digital,59.16%,SYF,Synchrony Financial,119.65%,MDT,Medtronic plc
487,,,,,,,,,,,,,,,,-82.40%,VRSN,Verisign Inc.,-58.28%,GLW,Corning Inc.,-23.31%,FITB,Fifth Third Bancorp,28.51%,STI,SunTrust Banks,-39.08%,MHK,Mohawk Industries,-22.70%,MMC,Marsh & McLennan,61.53%,NSC,Norfolk Southern Corp.,-50.28%,AVY,Avery Dennison Corp,12.68%,KLAC,KLA-Tencor Corp.,104.98%,MRK,Merck & Co.,81.73%,WMT,Wal-Mart Stores,89.22%,JBHT,J. B. Hunt Transport Services,58.31%,ORCL,Oracle Corp.,116.74%,VFC,V.F. Corp.
488,,,,,,,,,,,,,,,,-87.36%,RHT,Red Hat Inc.,-59.14%,BMY,Bristol-Myers Squibb,-23.36%,ADI,"Analog Devices, Inc.",25.40%,ROST,Ross Stores,-40.28%,AGN,"Allergan, Inc",-22.88%,PLD,Prologis,59.35%,LNT,Alliant Energy Corp,-50.65%,ALL,Allstate Corp,12.55%,A,Agilent Technologies Inc,104.85%,NEE,NextEra Energy,81.64%,XRX,Xerox Corp.,86.00%,DRI,Darden Restaurants,56.02%,EQR,Equity Residential,115.68%,GILD,Gilead Sciences
489,,,,,,,,,,,,,,,,-89.82%,EQIX,Equinix,-61.15%,TER,Teradyne,-25.00%,CMS,CMS Energy,25.25%,BMS,Bemis Company,-41.21%,XRX,Xerox Corp.,-23.23%,BBT,BB&T Corporation,52.65%,HP,Helmerich & Payne,-52.71%,GS,Goldman Sachs Group,11.62%,TMO,Thermo Fisher Scientific,102.64%,TGT,Target Corp.,80.57%,CAT,Caterpillar Inc.,85.34%,XEL,Xcel Energy Inc,55.58%,CCK,Crown Holdings,115.61%,KR,Kroger Co.
490,,,,,,,,,,,,,,,,-91.70%,PCLN,Priceline.com Inc,-61.66%,ALGN,Align Technology,-25.23%,LLY,Lilly (Eli) & Co.,24.68%,AN,AutoNation Inc,-41.24%,TWX,Time Warner Inc.,-24.00%,UPS,United Parcel Service,52.20%,HPQ,HP Inc.,-52.77%,DXC,DXC Technology,10.18%,WAT,Waters Corporation,102.34%,BMS,Bemis Company,79.90%,HP,Helmerich & Payne,85.25%,ETFC,E*Trade,55.01%,HCN,Welltower Inc.,114.69%,HOLX,Hologic
491,,,,,,,,,,,,,,,,-95.86%,LVLT,Level 3 Communications,-62.01%,F,Ford Motor,-26.64%,PFE,Pfizer Inc.,23.14%,WU,Western Union Co,-41.40%,PDCO,Patterson Companies,-24.27%,IP,International Paper,50.21%,ECL,Ecolab,-53.09%,KIM,Kimco Realty,7.26%,BCR,Bard (C.R.) Inc.,99.06%,DUK,Duke Energy,79.43%,WLTW,Willis Towers Watson,84.50%,SCG,SCANA Corp,53.31%,NLSN,Nielsen Holdings,109.93%,SYMC,Symantec Corp.
492,,,,,,,,,,,,,,,,-96.02%,AKAM,Akamai Technologies Inc,-62.37%,MU,Micron Technology,-28.64%,BIIB,Biogen Inc.,22.61%,UPS,United Parcel Service,-42.62%,MMC,Marsh & McLennan,-25.33%,CNC,Centene Corporation,45.97%,NEE,NextEra Energy,-54.05%,PFG,Principal Financial Group,4.00%,PWR,Quanta Services Inc.,97.72%,STT,State Street Corp.,78.79%,PX,Praxair Inc.,83.19%,EQR,Equity Residential,53.15%,RRD,R.R. Donnelley,109.78%,PNW,Pinnacle West Capital
493,,,,,,,,,,,,,,,,,,,-64.25%,EQIX,Equinix,-28.73%,REGN,Regeneron,20.86%,BIG,Big Lots Inc.,-44.72%,TIF,Tiffany & Co.,-26.73%,AEE,Ameren Corp,43.73%,MUR,Murphy Oil,-54.52%,VLO,Valero Energy,0.19%,CI,CIGNA Corp.,97.28%,CLX,The Clorox Company,77.40%,ALB,Albemarle Corp,79.81%,HIG,Hartford Financial Svc.Gp.,51.46%,CERN,Cerner,108.98%,DFS,Discover Financial Services
494,,,,,,,,,,,,,,,,,,,-64.57%,VRSN,Verisign Inc.,-30.08%,PKI,PerkinElmer,18.04%,NI,NiSource Inc.,-45.30%,SNPS,Synopsys Inc.,-27.00%,HSY,The Hershey Company,42.17%,DUK,Duke Energy,-54.77%,CBG,CBRE Group,0.10%,EIX,Edison Int'l,95.17%,MUR,Murphy Oil,76.86%,BMS,Bemis Company,79.56%,COF,Capital One Financial,50.96%,WMB,Williams Cos.,108.46%,MET,MetLife Inc.
495,,,,,,,,,,,,,,,,,,,-67.11%,ALXN,Alexion Pharmaceuticals,-30.96%,TWX,Time Warner Inc.,16.59%,UHS,"Universal Health Services, Inc.",-45.92%,COF,Capital One Financial,-27.72%,MTB,M&T Bank Corp.,37.27%,CVS,CVS Health,-55.17%,MU,Micron Technology,-0.29%,PNC,PNC Financial Services,92.48%,PLD,Prologis,76.11%,TGT,Target Corp.,77.72%,EMN,Eastman Chemical,50.35%,FLS,Flowserve Corporation,106.69%,PEG,Public Serv. Enterprise Inc.
496,,,,,,,,,,,,,,,,,,,-69.41%,AES,AES Corp,-32.50%,INTC,Intel Corp.,16.21%,CMCSA,Comcast Corp.,-46.22%,AN,AutoNation Inc,-27.86%,VRSN,Verisign Inc.,35.76%,FIS,Fidelity National Information Services,-55.92%,RIG,Transocean,-1.63%,KSS,Kohl's,91.91%,HCA,HCA Holdings,75.85%,GIS,General Mills,76.68%,MRK,Merck & Co.,49.68%,PDCO,Patterson Companies,102.29%,PYPL,PayPal
497,,,,,,,,,,,,,,,,,,,-73.55%,THC,Tenet Healthcare,-32.82%,CA,"CA, Inc.",14.26%,SYY,Sysco Corp.,-46.24%,LNC,Lincoln National,-29.42%,TSN,Tyson Foods,33.74%,K,Kellogg Co.,-56.47%,UAL,United Continental Holdings,-1.65%,ENDP,Endo International plc,91.72%,GIS,General Mills,75.80%,PG,Procter & Gamble,75.67%,MAA,Mid-America Apartments,48.99%,DUK,Duke Energy,100.27%,BAX,Baxter International Inc.
498,,,,,,,,,,,,,,,,,,,-74.28%,IPG,Interpublic Group,-35.48%,MMC,Marsh & McLennan,12.66%,MTB,M&T Bank Corp.,-46.85%,RRD,R.R. Donnelley,-30.49%,UNH,United Health Group Inc.,29.32%,MAR,Marriott Int'l.,-57.41%,MAS,Masco Corp.,-2.69%,APD,Air Products & Chemicals Inc,91.15%,WLTW,Willis Towers Watson,75.02%,BBT,BB&T Corporation,73.29%,AXP,American Express Co,48.07%,BXP,Boston Properties,99.81%,WFC,Wells Fargo
499,,,,,,,,,,,,,,,,,,,-76.33%,INCY,Incyte,-35.84%,BMY,Bristol-Myers Squibb,12.37%,SNPS,Synopsys Inc.,-47.00%,ALGN,Align Technology,-30.55%,SYMC,Symantec Corp.,28.81%,SCG,SCANA Corp,-57.61%,LEN,Lennar Corp.,-5.14%,CBOE,CBOE Holdings,88.56%,FLR,Fluor Corp.,73.87%,BEN,Franklin Resources,73.18%,WAT,Waters Corporation,47.91%,DE,Deere & Co.,98.68%,PEP,PepsiCo Inc.
500,,,,,,,,,,,,,,,,,,,-78.26%,JNPR,Juniper Networks,-36.78%,VRSN,Verisign Inc.,10.53%,WIN,Windstream Holdings Inc,-48.12%,MAC,Macerich,-32.19%,WLTW,Willis Towers Watson,28.18%,AN,AutoNation Inc,-58.35%,IGT,International Game Technology,-5.87%,IVZ,Invesco Ltd.,88.38%,SYY,Sysco Corp.,73.82%,MSFT,Microsoft Corp.,72.63%,COL,Rockwell Collins,47.56%,PG,Procter & Gamble,97.85%,AZO,AutoZone Inc
501,,,,,,,,,,,,,,,,,,,-84.19%,SWKS,Skyworks Solutions,-37.29%,XLNX,Xilinx Inc,8.21%,CBS,CBS Corp.,-49.88%,STI,SunTrust Banks,-35.52%,PDCO,Patterson Companies,27.06%,SCHW,Charles Schwab Corporation,-58.37%,DRE,Duke Realty Corp,-6.00%,WLTW,Willis Towers Watson,86.64%,XEL,Xcel Energy Inc,72.17%,HRS,Harris Corporation,69.49%,SNPS,Synopsys Inc.,46.67%,GRA,W.R. Grace,95.18%,PHM,Pulte Homes Inc.
502,,,,,,,,,,,,,,,,,,,-90.69%,LVLT,Level 3 Communications,-38.58%,NYT,The New York Times Co.,7.11%,HOG,Harley-Davidson,-50.14%,INTC,Intel Corp.,-35.56%,MCO,Moody's Corp,26.15%,MLM,Martin Marietta Materials,-58.72%,TXT,Textron Inc.,-6.43%,TAP,Molson Coors Brewing Company,84.38%,CCL,Carnival Corp.,72.05%,SCHW,Charles Schwab Corporation,68.85%,CBG,CBRE Group,44.65%,EL,Estee Lauder Cos.,94.94%,AME,AMETEK Inc
503,,,,,,,,,,,,,,,,,,,,,,-38.93%,JCI,Johnson Controls Inc,6.42%,IP,International Paper,-51.49%,CTAS,Cintas Corporation,-36.53%,TWX,Time Warner Inc.,24.98%,L,Loews Corp.,-58.80%,GGP,General Growth Properties Inc.,-9.25%,INTC,Intel Corp.,84.37%,NLSN,Nielsen Holdings,70.29%,GME,GameStop,68.46%,AJG,Arthur J. Gallagher & Co.,44.53%,HP,Helmerich & Payne,93.84%,ABT,Abbott Laboratories
504,,,,,,,,,,,,,,,,,,,,,,-43.37%,F,Ford Motor,5.49%,DLTR,Dollar Tree,-53.70%,AXP,American Express Co,-37.37%,CBS,CBS Corp.,24.15%,BEN,Franklin Resources,-59.65%,EA,Electronic Arts,-9.80%,ALL,Allstate Corp,81.39%,JNJ,Johnson & Johnson,69.98%,GOOG,Alphabet Inc Class C,68.04%,DUK,Duke Energy,44.14%,CTXS,Citrix Systems,89.46%,USB,U.S. Bancorp
505,,,,,,,,,,,,,,,,,,,,,,-50.36%,TER,Teradyne,0.12%,WMT,Wal-Mart Stores,-54.73%,LM,Legg Mason,-37.96%,CCL,Carnival Corp.,23.71%,DO,Diamond Offshore Drilling,-60.24%,DF,Dean Foods,-11.12%,GD,General Dynamics,79.73%,BDX,Becton Dickinson,68.54%,SYY,Sysco Corp.,65.84%,MNK,Mallinckrodt,43.19%,HPQ,HP Inc.,88.05%,AFL,AFLAC Inc
506,,,,,,,,,,,,,,,,,,,,,,-54.97%,MU,Micron Technology,0.07%,BBT,BB&T Corporation,-58.82%,KG,King Pharmaceuticals Inc.,-39.70%,KIM,Kimco Realty,18.81%,AJG,Arthur J. Gallagher & Co.,-60.96%,DAL,Delta Air Lines,-14.00%,DXC,DXC Technology,77.29%,OXY,Occidental Petroleum,66.78%,EMR,Emerson Electric Company,65.14%,SYY,Sysco Corp.,41.97%,HPE,Hewlett Packard Enterprise,85.85%,VRSK,Verisk Analytics
507,,,,,,,,,,,,,,,,,,,,,,-57.83%,IPG,Interpublic Group,-0.99%,AJG,Arthur J. Gallagher & Co.,-60.67%,HOG,Harley-Davidson,-39.81%,LNC,Lincoln National,18.54%,ETR,Entergy Corp.,-61.14%,X,United States Steel Corporation,-15.07%,LUV,Southwest Airlines,76.77%,L,Loews Corp.,66.64%,COL,Rockwell Collins,65.00%,K,Kellogg Co.,41.69%,DISCK,Discovery Communications,85.42%,SLM,SLM Corporation
508,,,,,,,,,,,,,,,,,,,,,,-67.52%,SWKS,Skyworks Solutions,-3.93%,AMGN,Amgen Inc,-62.21%,MSI,Motorola Solutions Inc.,-41.94%,ARNC,Arconic Inc,18.34%,PNR,Pentair Ltd.,-64.26%,NYT,The New York Times Co.,-16.11%,L,Loews Corp.,75.03%,SBR,Sabre Holdings,63.77%,CCL,Carnival Corp.,65.00%,BBT,BB&T Corporation,39.83%,JNPR,Juniper Networks,84.74%,DGX,Quest Diagnostics
509,,,,,,,,,,,,,,,,,,,,,,-69.96%,INCY,Incyte,-10.79%,LEG,Leggett & Platt,-63.85%,DHI,D. R. Horton,-45.61%,COO,The Cooper Companies,14.71%,KSS,Kohl's,-64.71%,FITB,Fifth Third Bancorp,-16.77%,RCL,Royal Caribbean Cruises Ltd,74.59%,DNB,Dun & Bradstreet,63.40%,SAIC,SAIC,64.59%,IP,International Paper,37.56%,BIG,Big Lots Inc.,84.23%,TJX,TJX Companies Inc.
510,,,,,,,,,,,,,,,,,,,,,,-82.20%,THC,Tenet Healthcare,-18.14%,KSS,Kohl's,-64.54%,CBS,CBS Corp.,-47.84%,MHK,Mohawk Industries,10.05%,UPS,United Parcel Service,-65.88%,KG,King Pharmaceuticals Inc.,-17.15%,AET,Aetna Inc,73.36%,SCHW,Charles Schwab Corporation,61.11%,ARE,Alexandria Real Estate Equities Inc,60.57%,PDCO,Patterson Companies,37.38%,JEC,Jacobs Engineering Group,82.90%,MDLZ,Mondelez International
511,,,,,,,,,,,,,,,,,,,,,,,,,-18.86%,JCI,Johnson Controls Inc,-65.02%,COO,The Cooper Companies,-48.12%,XRX,Xerox Corp.,9.45%,PNC,PNC Financial Services,-67.07%,XL,XL Capital,-19.65%,MUR,Murphy Oil,72.31%,BHGE,"Baker Hughes, a GE Company",57.88%,T,AT&T Inc,60.42%,MLM,Martin Marietta Materials,36.99%,EMR,Emerson Electric Company,82.86%,UPS,United Parcel Service
512,,,,,,,,,,,,,,,,,,,,,,,,,-23.67%,CTAS,Cintas Corporation,-65.70%,EXPE,Expedia Inc.,-51.23%,COF,Capital One Financial,4.82%,ARE,Alexandria Real Estate Equities Inc,-67.56%,ARNC,Arconic Inc,-20.06%,ARE,Alexandria Real Estate Equities Inc,72.30%,HCP,HCP Inc.,57.17%,DNB,Dun & Bradstreet,59.85%,IVZ,Invesco Ltd.,36.84%,GWW,Grainger (W.W.) Inc.,80.80%,R,Ryder Systems Inc.
513,,,,,,,,,,,,,,,,,,,,,,,,,-26.95%,ETFC,E*Trade,-66.36%,EA,Electronic Arts,-52.22%,MSI,Motorola Solutions Inc.,0.47%,WLTW,Willis Towers Watson,-68.30%,LNC,Lincoln National,-20.28%,DAL,Delta Air Lines,71.67%,DXC,DXC Technology,53.33%,CTXS,Citrix Systems,59.54%,PRU,Prudential Financial,36.27%,AN,AutoNation Inc,80.06%,PCAR,PACCAR Inc.
514,,,,,,,,,,,,,,,,,,,,,,,,,-35.05%,MMC,Marsh & McLennan,-66.82%,ARNC,Arconic Inc,-53.50%,HOG,Harley-Davidson,-1.41%,CI,CIGNA Corp.,-68.42%,BSX,Boston Scientific,-21.35%,CMA,Comerica Inc.,70.83%,IGT,International Game Technology,47.22%,BSX,Boston Scientific,57.58%,BMS,Bemis Company,36.13%,WU,Western Union Co,79.91%,LH,Laboratory Corp. of America Holding
515,,,,,,,,,,,,,,,,,,,,,,,,,-37.43%,FHN,First Horizon,-67.87%,HIG,Hartford Financial Svc.Gp.,-55.46%,LM,Legg Mason,-2.06%,DXC,DXC Technology,-71.14%,SLM,SLM Corporation,-21.76%,AVY,Avery Dennison Corp,70.78%,ETFC,E*Trade,46.81%,PCG,PG&E Corp.,57.28%,WMB,Williams Cos.,34.44%,ISRG,Intuitive Surgical Inc.,78.94%,WHR,Whirlpool Corp.
516,,,,,,,,,,,,,,,,,,,,,,,,,-40.44%,TGNA,"Tegna, Inc.",-67.91%,IP,International Paper,-58.82%,KG,King Pharmaceuticals Inc.,-3.73%,MAC,Macerich,-72.34%,AMD,Advanced Micro Devices,-21.89%,MLM,Martin Marietta Materials,70.06%,XRX,Xerox Corp.,44.58%,NTRS,Northern Trust Corp.,55.00%,STI,SunTrust Banks,33.43%,SLB,Schlumberger Ltd.,76.70%,IRM,Iron Mountain Incorporated
517,,,,,,,,,,,,,,,,,,,,,,,,,-45.30%,BSX,Boston Scientific,-69.30%,FHN,First Horizon,-60.06%,DHI,D. R. Horton,-4.20%,CNC,Centene Corporation,-72.91%,HBAN,Huntington Bancshares,-24.33%,SLB,Schlumberger Ltd.,68.90%,KSS,Kohl's,43.52%,K,Kellogg Co.,54.73%,SAIC,SAIC,32.84%,LM,Legg Mason,76.53%,AIG,"American International Group, Inc."
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.27%,JCI,Johnson Controls Inc,-60.98%,FHN,First Horizon,-6.28%,INTC,Intel Corp.,-72.96%,TGNA,"Tegna, Inc.",-25.57%,DRE,Duke Realty Corp,67.83%,SCG,SCANA Corp,41.79%,FLR,Fluor Corp.,53.62%,NSC,Norfolk Southern Corp.,31.70%,BEN,Franklin Resources,76.39%,ZBH,Zimmer Biomet Holdings
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03%,STX,Seagate Technology,-61.36%,HIG,Hartford Financial Svc.Gp.,-14.75%,PRU,Prudential Financial,-73.28%,SVU,Supervalu Inc.,-26.47%,VMC,Vulcan Materials,64.19%,T,AT&T Inc,39.80%,Q,Qwest Communications,52.95%,UPS,United Parcel Service,30.97%,F,Ford Motor,76.01%,HLT,Hilton Worldwide
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.94%,BSX,Boston Scientific,-63.33%,JCI,Johnson Controls Inc,-18.00%,XRX,Xerox Corp.,-73.32%,LM,Legg Mason,-26.57%,FII,Federated Investors,62.88%,K,Kellogg Co.,39.71%,BIG,Big Lots Inc.,51.89%,CCK,Crown Holdings,30.88%,KSU,Kansas City Southern,75.19%,LSI,LSI Corporation
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.29%,TGNA,"Tegna, Inc.",-67.06%,STI,SunTrust Banks,-19.10%,PGR,Progressive Corp.,-75.76%,MS,Morgan Stanley,-27.87%,AMAT,Applied Materials Inc,60.53%,HES,Hess Corporation,38.51%,BHGE,"Baker Hughes, a GE Company",49.39%,PNR,Pentair Ltd.,30.40%,WMT,Wal-Mart Stores,74.41%,EXPD,Expeditors International
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.91%,ETFC,E*Trade,-71.22%,EA,Electronic Arts,-31.68%,AMGN,Amgen Inc,-76.26%,STI,SunTrust Banks,-28.19%,ANTM,Anthem Inc.,60.39%,BBT,BB&T Corporation,38.04%,HAL,Halliburton Co.,47.88%,WLTW,Willis Towers Watson,29.55%,VAR,Varian Medical Systems,70.65%,EOG,EOG Resources
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.50%,AIG,"American International Group, Inc.",-74.68%,BSX,Boston Scientific,-34.76%,RRD,R.R. Donnelley,-76.88%,KEY,KeyCorp,-32.90%,FITB,Fifth Third Bancorp,59.89%,BBY,Best Buy Co. Inc.,37.84%,ETFC,E*Trade,45.71%,ARE,Alexandria Real Estate Equities Inc,29.45%,BHGE,"Baker Hughes, a GE Company",68.09%,INFO,IHS Markit Ltd.
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.80%,TGNA,"Tegna, Inc.",-35.65%,IGT,International Game Technology,-77.86%,FHN,First Horizon,-33.19%,NE,Noble Corp,58.25%,WMT,Wal-Mart Stores,37.48%,MS,Morgan Stanley,44.72%,PG,Procter & Gamble,28.47%,ETR,Entergy Corp.,67.42%,MCK,McKesson Corp.
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.23%,ETFC,E*Trade,-42.58%,LNC,Lincoln National,-78.88%,ZION,Zions Bancorp,-33.51%,DO,Diamond Offshore Drilling,55.30%,BSX,Boston Scientific,36.23%,PWR,Quanta Services Inc.,40.48%,GME,GameStop,28.28%,TIF,Tiffany & Co.,66.81%,GM,General Motors
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.60%,AIG,"American International Group, Inc.",-47.39%,COF,Capital One Financial,-79.89%,GNW,Genworth Financial,-34.12%,ETR,Entergy Corp.,54.10%,PG,Procter & Gamble,35.47%,ETR,Entergy Corp.,34.81%,CSX,CSX Corp.,28.25%,GME,GameStop,61.99%,FMC,FMC Corporation
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.54%,STI,SunTrust Banks,-79.95%,LVLT,Level 3 Communications,-34.60%,PRU,Prudential Financial,53.90%,ATI,Allegheny Technologies,34.86%,MLM,Martin Marietta Materials,33.86%,TIF,Tiffany & Co.,27.63%,PVH,PVH Corp.,58.86%,PPL,PPL Corp.
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.03%,DHI,D. R. Horton,-80.07%,PHM,Pulte Homes Inc.,-38.36%,DVN,Devon Energy,52.14%,KG,King Pharmaceuticals Inc.,29.35%,SYF,Synchrony Financial,30.81%,FHN,First Horizon,26.15%,WLTW,Willis Towers Watson,56.15%,XL,XL Capital
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.59%,HIG,Hartford Financial Svc.Gp.,-80.23%,HIG,Hartford Financial Svc.Gp.,-39.49%,SCHW,Charles Schwab Corporation,46.16%,MOS,The Mosaic Company,27.22%,HES,Hess Corporation,29.16%,WMT,Wal-Mart Stores,25.99%,KHC,Kraft Heinz,54.37%,VNO,Vornado Realty Trust
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.36%,ETFC,E*Trade,-81.00%,SHLD,Sears Holding Corporation,-40.75%,JNPR,Juniper Networks,43.02%,EA,Electronic Arts,25.37%,KSS,Kohl's,21.98%,HP,Helmerich & Payne,25.49%,L,Loews Corp.,52.60%,HST,Host Hotels & Resorts
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.10%,SUN,Sunoco Inc.,-81.88%,MGM,MGM Resorts International,-45.76%,HES,Hess Corporation,42.56%,AEE,Ameren Corp,24.93%,MUR,Murphy Oil,21.95%,OKE,ONEOK,21.59%,PX,Praxair Inc.,51.72%,BWA,BorgWarner
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.72%,RF,Regions Financial Corp.,-49.92%,STI,SunTrust Banks,41.76%,WIN,Windstream Holdings Inc,24.88%,SBR,Sabre Holdings,19.26%,PX,Praxair Inc.,21.55%,KG,King Pharmaceuticals Inc.,51.63%,SO,Southern Co.
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.64%,S,Sprint Nextel Corp.,-52.16%,LNC,Lincoln National,41.33%,CNX,Consol Energy,24.36%,NUE,Nucor Corp.,19.15%,RRD,R.R. Donnelley,21.47%,FAST,Fastenal Co,51.11%,NWL,Newell Brands
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.01%,BAC,Bank of America Corp,-53.48%,XRX,Xerox Corp.,37.00%,NUE,Nucor Corp.,22.49%,WIN,Windstream Holdings Inc,16.63%,VAR,Varian Medical Systems,20.41%,KSS,Kohl's,50.14%,SLG,SL Green Realty
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.99%,AAL,American Airlines Group,-59.47%,SHLD,Sears Holding Corporation,33.61%,NTRS,Northern Trust Corp.,22.34%,GS,Goldman Sachs Group,15.17%,ZION,Zions Bancorp,18.54%,CF,CF Industries Holdings Inc,50.04%,SNI,Scripps Networks Interactive Inc.
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.36%,ODP,Office Depot Inc.,-60.99%,MS,Morgan Stanley,33.14%,DO,Diamond Offshore Drilling,20.01%,DXC,DXC Technology,14.63%,GS,Goldman Sachs Group,18.47%,XRX,Xerox Corp.,47.27%,PXD,Pioneer Natural Resources
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.73%,C,Citigroup Inc.,-61.55%,ATI,Allegheny Technologies,31.83%,WU,Western Union Co,19.27%,L,Loews Corp.,13.81%,IGT,International Game Technology,18.01%,CHRW,C. H. Robinson Worldwide,39.69%,X,United States Steel Corporation
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.79%,BHF,Brighthouse Financial Inc,-63.48%,TXT,Textron Inc.,30.96%,JEC,Jacobs Engineering Group,18.82%,JEC,Jacobs Engineering Group,12.22%,FLS,Flowserve Corporation,14.73%,CAT,Caterpillar Inc.,37.75%,GGP,General Growth Properties Inc.
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.53%,ETFC,E*Trade,-63.70%,IGT,International Game Technology,30.96%,TAP,Molson Coors Brewing Company,16.71%,OXY,Occidental Petroleum,10.45%,WU,Western Union Co,13.77%,HES,Hess Corporation,36.52%,MON,Monsanto Co.
