Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,18.1,-49.94,76.43,-66.77,490.8,36.48,-66.91,205.84,30.39,-4.09,
3-Year Average,46.24,-6.34,1.41,-33.54,51.3,38.89,38.69,11.36,9.68,56.39,
5-Year Average,43.21,44.23,22.53,-13.59,15.41,18.8,9.36,22.08,60.46,11.55,
10-Year Average,,22.77,25.37,5.98,40.4,30.43,25.59,22.31,17.75,13.46,
