Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,828.71,35.8,16.96,9.11,12.43,6.73,-17.35,6.65
3-Year Average,,,,46.62,,145.25,20.12,12.79,9.4,-0.28,
5-Year Average,,,,,,38.01,,78.45,15.77,4.82,
10-Year Average,,,,,,,,,,,
