Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,2.15,-99.34,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,,,9.53,7.79,4.4,4.4
Free Cash Flow/Sales %,,,,,,,,-3.05,-1.25,-4.36,-4.36
Free Cash Flow/Net Income,,,,,,,,1.25,0.36,1.05,1.05
