Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,80.9,72.88,76.01,81.63,83.35,80.66,80.46,80.78,80.53,81.56,81.56
Gross Margin,19.1,27.12,23.99,18.37,16.65,19.34,19.54,19.22,19.47,18.44,18.44
SG&A,10.94,11.76,11.32,10.02,10.07,9.11,9.48,9.22,12.35,9.64,9.64
R&D,,,,,,,,,,,
Other,0.55,0.48,0.25,1.73,0.82,1.71,1.43,2.33,4.08,3.18,3.18
Operating Margin,7.61,14.88,12.42,6.62,5.76,8.53,8.63,7.66,3.04,5.62,5.62
Net Int Inc & Other,-3.17,-3.59,-2.58,-2.63,-1.53,-1.08,-0.85,-1.06,-1.31,0.15,0.15
EBT Margin,4.44,11.29,9.84,3.99,4.23,7.45,7.78,6.6,1.73,5.77,5.77
