Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,150.18,-9.95,-43.77,-11.45,-33.68,115.33,-48.96,27.43
3-Year Average,-6.61,,,13.13,,8.2,-23.46,-30.88,8.14,-10.0,
5-Year Average,-2.47,,-13.97,10.94,,-6.02,,-5.74,-8.53,-18.35,
10-Year Average,-4.41,,-8.6,2.17,,-4.26,-3.56,-9.95,0.74,,
