Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-92.88,766.67,-73.08,628.57,-76.47,125.0,100.0,-3.7,1.92,5.66,
Free Cash Flow Growth % YOY,,,-95.24,4200.0,-88.37,340.0,109.09,-8.7,4.76,9.09,
Cap Ex as a % of Sales,0.74,0.24,0.31,0.39,0.34,0.26,0.41,0.53,0.48,0.3,0.21
Free Cash Flow/Sales %,-0.54,1.01,0.05,2.08,0.24,1.13,2.37,2.24,2.35,1.78,1.51
Free Cash Flow/Net Income,-0.32,-1.31,-0.02,1.39,-5.0,1.57,1.92,1.2,1.0,1.0,0.98
