Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.75,9.36,7.15,5.68,5.25,-6.93,2.26,-15.13,1.75,6.33,8.98
3-Year Average,10.37,11.64,11.65,7.39,6.02,1.16,0.05,-6.87,-4.06,-2.81,
5-Year Average,10.96,10.12,9.52,9.52,9.13,3.94,2.55,-2.12,-2.86,-2.66,
10-Year Average,8.14,8.23,8.12,7.83,7.72,7.39,6.27,3.54,3.14,3.07,
