Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,3.65,31.01,5.6,0.71,-22.24,29.34,5.2,5.52,36.81,15.63,-3.48
3-Year Average,5.93,2.46,12.76,11.69,-6.14,0.43,1.9,12.81,14.95,18.63,
5-Year Average,-8.8,11.02,10.46,2.72,2.35,6.98,2.39,2.37,8.84,17.83,
10-Year Average,15.64,16.64,15.31,15.02,10.91,-1.22,6.62,6.34,5.74,9.82,
