Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,90.76,102.83,115.22,129.6,85.01,97.82,102.86,107.5,130.33,143.53,69.02
Gross Margin,9.24,-2.83,-15.22,-29.6,14.99,2.18,-2.86,-7.5,-30.33,-43.53,30.98
SG&A,19.8,18.22,55.79,62.76,43.08,48.93,42.92,44.83,66.14,38.33,22.38
R&D,0.69,0.33,,0.26,0.67,1.6,1.59,1.52,1.55,,
Other,-20.19,-40.0,-82.32,-90.38,-31.34,-51.17,-47.06,-54.66,-78.19,99.2,43.58
Operating Margin,8.94,18.62,11.31,-2.24,2.59,2.82,-0.32,0.81,-19.83,-181.06,-34.98
Net Int Inc & Other,22.41,23.47,18.6,5.26,2.36,20.92,38.9,43.69,49.34,53.35,96.35
EBT Margin,31.35,42.09,29.91,3.03,4.95,23.73,38.58,44.51,29.51,-127.71,61.37
