Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,84.74,103.24,169.81,66.37,33.19,-4.76,-34.16,
3-Year Average,,,,,,116.38,108.95,81.5,28.27,-5.82,
5-Year Average,,,,,,,,86.31,63.19,30.25,
10-Year Average,,,,,,,,,,,
