Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-41.97,,,,,-5.5,260.98,68.73,335.71,-80.47,
3-Year Average,60.69,,,,,,,79.21,198.28,12.81,
5-Year Average,,,,,-33.98,-27.22,,,,37.4,
10-Year Average,,,,,,,,17.84,16.37,-4.76,
