Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,95.6,93.89,87.84,70.5,59.38,54.24,51.15
Gross Margin,,,,,4.4,6.11,12.16,29.5,40.62,45.76,48.85
SG&A,,,,,2.95,3.06,5.01,3.92,4.2,4.41,5.21
R&D,,,,,,,,,,,
Other,,,,,,0.66,1.56,4.32,,,
Operating Margin,,,,,1.45,2.39,7.18,21.5,36.56,40.82,44.2
Net Int Inc & Other,,,,,-0.32,,,,-7.02,-9.57,-10.15
EBT Margin,,,,,1.13,2.39,7.18,21.5,29.53,31.24,34.04
