Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,-817.0,728.0,,-339.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,10.7,10.91,12.19,7.24,7.16,9.79,10.29
Free Cash Flow/Sales %,,,,,-4.78,8.05,4.8,12.22,6.35,3.23,-11.52
Free Cash Flow/Net Income,,,,,2.26,1.19,1.06,2.08,0.96,0.5,-12.19
