Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,23.03,6.06,22.08,2.22,23.41,4.34,6.82,-4.13,-8.26,54.63,
Free Cash Flow Growth % YOY,79.04,-35.12,159.3,20.42,19.86,-2.0,2.12,4.65,-23.81,102.17,
Cap Ex as a % of Sales,7.18,9.63,5.73,3.56,4.39,5.13,5.71,4.09,5.18,3.65,3.65
Free Cash Flow/Sales %,7.47,4.36,11.23,12.65,13.72,12.67,12.15,11.79,8.33,15.2,14.64
Free Cash Flow/Net Income,0.73,0.38,0.95,0.99,1.03,0.92,0.89,0.96,0.69,1.21,1.01
