Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-6.46,-77.3,-27.57,367.24,61.25,-84.22,333.43,28.09,-43.0,
Free Cash Flow Growth % YOY,,2.26,-78.82,-61.99,820.9,44.33,-99.59,17072.5,20.99,-54.49,
Cap Ex as a % of Sales,0.67,,0.14,0.73,0.2,1.15,1.36,0.67,1.15,1.02,1.01
Free Cash Flow/Sales %,7.15,6.82,1.96,0.7,5.67,7.28,0.03,5.21,5.89,2.06,6.6
Free Cash Flow/Net Income,1.09,1.14,-0.14,0.17,1.47,1.7,0.01,1.16,1.36,0.51,1.27
