Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,54.03,,,,-4.91,43.25,33.52,50.41,14.62,50.18,-0.28
3-Year Average,23.64,,,-36.44,,,22.07,42.23,32.04,37.32,
5-Year Average,18.64,,,-12.94,-17.76,-18.95,,,25.68,37.71,
10-Year Average,23.02,,,-1.23,-3.37,-1.94,0.42,2.88,4.6,6.42,
