Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,5.67,16.84,19.79,-14.91,10.3,21.04,30.47,-33.51,-85.25,
3-Year Average,,,,13.93,6.0,3.98,4.34,20.32,1.64,-49.61,
5-Year Average,,,,,,6.78,9.72,12.17,-0.29,-29.77,
10-Year Average,,,,,,,,,,,
