Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-43.53,55.47,71.43,0.95,26.18,-15.83,26.3,-0.77,17.99,29.19,
Free Cash Flow Growth % YOY,-58.39,86.94,102.09,0.62,30.62,-18.45,31.01,-5.66,16.67,39.63,
Cap Ex as a % of Sales,0.35,0.37,0.35,0.35,0.33,0.33,0.3,0.3,0.35,0.28,0.29
Free Cash Flow/Sales %,0.5,0.9,1.78,1.74,2.08,1.7,1.98,1.43,1.57,2.11,1.28
Free Cash Flow/Net Income,0.52,1.17,1.53,1.62,1.82,1.55,2.15,1.74,1.33,0.82,0.57
