Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,79.58,1.89,0.07,0.19,,0.07,,,,,
Free Cash Flow/Sales %,-118.81,-35.18,19.23,-53.1,-93.38,-241.47,-167.35,-407.8,-543.47,,
Free Cash Flow/Net Income,-0.33,2.07,-0.56,0.08,3.03,0.49,0.27,0.16,-0.48,0.22,0.22
