Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.72,8.5,12.85,2.67,41.23,0.48,14.95,30.02,-5.97,8.81,
3-Year Average,-19.7,-12.86,6.0,7.93,17.84,13.37,17.72,14.52,12.01,9.98,
5-Year Average,-3.73,-11.15,-8.71,-5.18,11.55,12.27,13.58,16.84,14.81,8.97,
10-Year Average,,,,,,3.97,0.46,3.28,4.34,10.25,
