Key EPS %,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Year over Year,,,-31.82,41.77,-3.05,37.34,36.62,10.09,6.5,8.67,53.17
3-Year Average,,,,-14.52,-2.14,23.59,22.08,27.36,17.01,8.41,
5-Year Average,,,,,,-3.62,11.95,23.21,16.36,19.04,
10-Year Average,,,,,,,,,,,
