Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,80.49,86.28,92.75,81.14,82.37,83.37,78.8,76.21,78.56,77.39,74.7
Gross Margin,19.51,13.72,7.25,18.86,17.63,16.63,21.2,23.79,21.44,22.61,25.3
SG&A,9.02,11.49,12.83,10.92,9.67,8.32,7.29,7.34,6.82,6.61,9.26
R&D,0.44,0.79,0.92,0.57,0.48,0.53,0.45,0.36,0.34,0.3,0.24
Other,7.56,33.54,1.59,-0.25,-2.08,-2.54,4.71,-1.89,1.73,2.03,3.21
Operating Margin,2.49,-32.11,-8.09,7.63,9.56,10.32,8.74,17.98,12.54,13.67,12.58
Net Int Inc & Other,-2.12,-2.57,-7.15,-6.25,-5.42,-4.94,-4.33,-5.47,-5.81,-5.75,-6.43
EBT Margin,0.37,-34.68,-15.23,1.38,4.13,5.38,4.41,12.52,6.73,7.92,6.16
