Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.45,-31.94,28.78,17.51,-7.26,20.9,-0.17,-19.62,-25.18,30.32,
3-Year Average,84.28,-0.16,0.39,4.09,13.04,11.15,3.83,-1.0,-15.64,-7.8,
5-Year Average,15.5,,40.55,9.66,3.87,4.71,11.92,3.12,-7.61,-1.1,
10-Year Average,,,,,,9.59,,19.09,1.26,1.53,
