Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,91.97,130.81,644.0,213.0
Gross Margin,100.0,100.0,100.0,,,,,8.03,-30.81,-544.0,-120.16
SG&A,538.82,957.68,536.06,,,,,21.31,43.12,851.0,119.23
R&D,,,,,,,,,,,
Other,,849.38,9.86,,,,,4.39,76.74,,699.34
Operating Margin,-438.82,,-445.92,,,,,-17.67,-150.67,,-938.73
Net Int Inc & Other,,,,,,,,-3.29,-47.1,,-374.8
EBT Margin,-438.82,,-445.92,,,,,-20.96,-197.76,,
