Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,-15.82,34.84,30.14,2.91,20.76,-30.62,-54.47,115.99,
3-Year Average,,,,,13.89,21.78,17.38,-4.82,-27.48,-11.97,
5-Year Average,,,,,,,12.92,8.64,-12.57,-3.25,
10-Year Average,,,,,,,,,,,
