Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-45.3,,,-18.15,-19.87,23.8,-38.95,-90.76,926.16,,
Free Cash Flow Growth % YOY,,,,-43.48,,,,,,,
Cap Ex as a % of Sales,14.28,5.95,6.96,6.64,8.73,14.75,8.92,10.0,7.92,8.67,8.67
Free Cash Flow/Sales %,-1.97,-6.6,2.83,1.65,-0.67,-5.33,-3.46,-9.55,-3.92,-15.22,-15.22
Free Cash Flow/Net Income,-0.1,-0.52,0.35,0.22,-0.06,-0.44,-0.23,-1.01,-0.31,-0.99,-0.99
