Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.15,13.22,-18.98,43.24,12.58,-12.29,7.01,14.29,25.0,-1.67,11.86
3-Year Average,19.73,11.81,1.55,9.53,9.32,12.25,1.85,2.36,15.2,12.0,
5-Year Average,18.63,19.59,9.5,10.16,11.05,5.35,4.16,11.58,8.58,5.68,
10-Year Average,20.82,19.93,14.97,15.39,15.0,11.79,11.61,10.54,9.37,8.33,
