Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.46,-78.15,111.54,-21.82,109.3,-2.22,3.41,-10.99,-48.15,,
3-Year Average,11.43,-34.84,-23.32,-28.77,51.27,16.96,28.39,-3.45,-21.85,,
5-Year Average,126.41,-6.3,-8.55,-14.48,-5.9,-5.86,28.47,8.05,-0.47,,
10-Year Average,-5.15,-6.7,-11.93,,,46.0,9.72,-0.6,-7.74,,
