Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,78.37,45.93,23.56,-5.17,12.45,17.2,6.32,16.7,16.12,13.37,
Free Cash Flow Growth % YOY,115.4,69.06,38.65,-33.47,28.18,15.15,-2.17,11.72,-5.97,72.33,
Cap Ex as a % of Sales,15.79,14.59,12.58,18.76,15.78,16.0,16.48,16.22,20.25,13.52,15.63
Free Cash Flow/Sales %,21.2,28.84,36.78,20.56,23.28,22.6,19.26,17.28,14.52,23.5,16.22
Free Cash Flow/Net Income,1.34,1.57,2.17,1.23,1.34,1.52,1.04,1.02,0.99,1.74,1.37
