Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,-25.35,-34.12,-8.83,,,,
3-Year Average,,,,,-14.62,,-23.46,,,,
5-Year Average,,,,,,,-17.86,,,,
10-Year Average,,,,,,,,,,,
