Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-17.27,0.82,20.6,19.52,33.62,31.27,11.19,-11.88,21.47,2.73,
3-Year Average,-2.58,-3.42,0.19,13.27,24.42,27.98,24.94,8.75,5.98,3.21,
5-Year Average,-12.48,-4.02,2.37,5.36,9.94,20.58,22.96,15.48,15.86,9.92,
10-Year Average,-5.87,-6.9,-5.47,-3.6,-0.11,2.73,8.64,8.73,10.49,9.93,
