Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,65.56,65.72,64.51,64.51,64.13,64.13,64.42,64.73,69.95,69.14,68.74
Gross Margin,34.44,34.28,35.49,35.49,35.87,35.87,35.58,35.27,30.05,30.86,31.26
SG&A,26.65,26.4,25.69,24.78,24.07,23.43,23.21,23.18,23.27,22.64,22.56
R&D,,,,,,,,,,,
Other,,,,,,,,,,,0.25
Operating Margin,7.79,7.88,9.8,10.71,11.8,12.44,12.38,12.09,6.77,8.23,8.46
Net Int Inc & Other,-0.25,-0.14,-0.1,,-0.04,0.8,-0.2,-1.0,-3.88,-1.81,-1.44
EBT Margin,7.54,7.73,9.7,10.71,11.76,13.24,12.17,11.09,2.89,6.42,7.02
