Key Cash Flow Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Operating Cash Flow Growth % YOY,,,,,,,,-61.49,,,
Free Cash Flow Growth % YOY,,,,,,,,-61.09,,,
Cap Ex as a % of Sales,,,0.25,1.95,0.01,0.21,0.11,,0.11,0.09,0.05
Free Cash Flow/Sales %,,,-49.62,-47.58,31.91,-6.03,9.55,4.98,-5.97,-57.33,-14.37
Free Cash Flow/Net Income,,,-5.92,-33.43,6.58,21.35,-0.76,5.24,-2.48,4.7,2.07
