Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,787.0,556.0,,
Cap Ex as a % of Sales,,,,,,9.03,5.81,6.13,7.81,6.17,5.18
Free Cash Flow/Sales %,,,,,,18.62,23.81,21.53,19.72,22.96,24.02
Free Cash Flow/Net Income,,,,,,1.35,1.68,4.12,1.49,1.78,1.89
