Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,-56.26,19.67,301.15,-25.79,-59.85,213.46,
3-Year Average,,,,,,,28.06,52.73,6.13,-2.25,
5-Year Average,,,,9.07,-28.82,,,,-8.95,35.0,
10-Year Average,,,,2.37,-5.39,-4.48,23.26,2.02,-0.34,-1.98,
