Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,105.56,9.46,16.05,6.91,-14.43,39.83,16.3,19.23,2.67,,
3-Year Average,26.49,10.41,37.7,10.74,2.02,8.56,11.64,24.7,12.5,,
5-Year Average,14.45,20.79,20.79,10.8,19.03,10.2,11.54,12.15,11.24,,
10-Year Average,6.98,21.23,8.49,,,12.3,16.07,16.39,11.02,,
