Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,45.36,8.98,-36.22,172.95,12.12,-16.24,-16.03,24.86,-8.76,-8.06,14.63
3-Year Average,-6.74,-9.52,0.35,23.8,24.97,36.85,-7.62,-4.24,-1.47,1.56,
5-Year Average,13.4,3.52,-10.83,5.21,25.33,12.24,6.54,21.86,-2.12,-5.93,
10-Year Average,-1.83,0.67,-5.22,4.14,22.72,12.82,5.02,4.24,1.48,8.58,
