Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,57.31,58.56,56.55,57.36,56.49,56.39,58.37,58.81,58.34,60.3,61.02
Gross Margin,42.69,41.44,43.45,42.64,43.51,43.61,41.63,41.19,41.66,39.7,38.98
SG&A,15.71,15.79,18.22,17.61,18.29,20.13,21.65,20.85,21.43,30.78,31.42
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,26.98,25.65,25.23,25.04,25.22,23.48,19.98,20.34,20.23,8.92,7.56
Net Int Inc & Other,-2.03,-2.2,-2.97,-2.98,-2.01,-2.85,-3.26,-3.07,-3.06,-2.62,-2.09
EBT Margin,24.95,23.45,22.26,22.05,23.21,20.63,16.73,17.27,17.17,6.3,5.47
