Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,63.33,63.58,63.7,60.33,58.81,52.67,51.99,52.96,55.48,54.16,54.48
Gross Margin,36.67,36.42,36.3,39.67,41.19,47.33,48.01,47.04,44.52,45.84,45.52
SG&A,19.3,15.88,16.3,17.97,20.68,20.21,20.21,19.67,21.78,20.21,19.97
R&D,,,,,,,,,,,
Other,,,,0.77,0.94,0.59,0.74,1.56,1.9,2.05,2.08
Operating Margin,17.36,20.54,20.0,20.93,19.57,26.53,27.06,25.81,20.84,23.58,23.47
Net Int Inc & Other,0.62,0.01,0.24,0.39,0.34,-2.37,-1.7,-1.68,-2.1,-2.86,-2.88
EBT Margin,17.99,20.55,20.24,21.31,19.91,24.16,25.37,24.13,18.74,20.73,20.58
