Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,,,,,,2.91,,,,1.62,1.57
Net Margin %,-2.69,5.3,6.95,3.2,2.57,2.22,-36.64,4.61,5.85,5.94,5.91
Asset Turnover (Average),1.96,2.65,2.57,1.88,2.06,1.65,1.18,1.9,1.57,1.7,1.6
Return on Assets %,-5.26,14.07,17.86,6.0,5.29,3.67,-43.38,8.75,9.22,10.13,9.43
Financial Leverage (Average),,,,96.3,17.77,2.97,3.49,3.38,2.66,2.27,2.27
Return on Equity %,,,,,150.0,21.31,-140.98,29.97,27.39,24.7,22.16
Return on Invested Capital %,,,,,15.92,17.78,-90.32,21.37,21.1,20.31,18.86
Interest Coverage,,,,,,2.84,-22.88,5.13,6.05,6.82,7.19
