Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.57,-10.88,0.99,0.77,-7.12,-8.9,-6.95,-1.4,-14.25,-6.63,-6.44
3-Year Average,-2.17,-5.52,-4.61,-3.2,-1.86,-5.17,-7.66,-5.8,-7.68,-7.58,
5-Year Average,,-3.62,-3.37,-3.01,-4.07,-5.16,-4.33,-4.79,-7.82,-7.72,
10-Year Average,,,,,,,-3.98,-4.08,-5.44,-5.91,
