Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.27,,,115.06,190.19,-15.93,53.0,6.93,-80.43,2.41,
3-Year Average,47.54,,-41.51,-30.69,,73.77,55.12,11.21,-31.58,-40.15,
5-Year Average,19.47,,-13.04,-9.14,4.55,-4.07,,53.72,-4.82,-22.71,
10-Year Average,5.68,,1.86,1.8,8.91,7.05,10.18,15.62,-7.0,-10.11,
