Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.05,3.76,3.23,7.03,7.23,9.27,7.55,3.86,-0.47,0.73,1.48
3-Year Average,3.75,2.01,2.33,4.66,5.81,7.84,8.01,6.87,3.59,1.35,
5-Year Average,3.72,4.23,3.65,3.24,4.23,6.08,6.84,6.97,5.43,4.12,
10-Year Average,1.41,1.47,2.93,3.0,2.93,4.89,5.53,5.3,4.33,4.17,
