Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,95.07,94.96,94.78,94.67,94.77,94.37,93.92,93.63,94.02,94.32,94.55
Gross Margin,4.93,5.04,5.22,5.33,5.23,5.63,6.08,6.37,5.98,5.68,5.45
SG&A,3.14,3.12,3.05,3.15,3.05,3.36,3.92,4.41,3.81,3.76,3.75
R&D,0.34,0.34,0.35,0.36,0.33,0.35,0.33,0.22,0.21,0.17,
Other,,0.46,-0.02,0.19,0.12,-0.01,0.05,0.08,0.11,-1.84,-1.49
Operating Margin,1.45,1.12,1.85,1.62,1.74,1.92,1.78,1.66,1.86,3.58,3.18
Net Int Inc & Other,-0.02,-0.12,-0.13,-0.17,-0.19,-0.32,-0.2,-0.17,-0.15,-0.11,-0.17
EBT Margin,1.43,1.0,1.71,1.46,1.55,1.6,1.58,1.48,1.7,3.47,3.02
