Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,38.62,-51.62,193.96,21.04,-23.18,49.52,10.03,9.88,2.95,3.53,
3-Year Average,23.35,-8.98,25.39,19.85,39.82,11.61,8.12,21.82,7.57,5.41,
5-Year Average,22.53,0.68,21.69,21.82,12.88,14.61,35.08,10.95,7.41,14.02,
10-Year Average,27.3,12.71,25.1,22.67,17.61,18.5,16.62,16.2,14.39,13.45,
