Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.48,-22.0,-53.85,161.62,-5.6,,,,,,
3-Year Average,36.68,18.27,-24.1,-1.98,4.46,,,,,,
5-Year Average,35.39,28.67,-1.67,14.84,1.55,,,,,-24.12,
10-Year Average,22.2,16.85,6.12,25.92,7.95,,,,,-12.22,
