Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,18.17,21.13,22.76,23.52,25.33,25.47,25.52,15.22,12.27,14.02,15.25
Gross Margin,81.83,78.87,77.24,76.48,74.67,74.53,74.48,84.78,87.73,85.98,84.75
SG&A,16.68,14.94,13.5,13.14,14.81,15.06,15.17,11.98,10.5,11.18,13.17
R&D,13.97,13.53,13.41,13.5,14.66,18.14,18.93,11.47,9.23,16.78,13.8
Other,,0.2,,,,,,,,,
Operating Margin,51.17,50.2,50.34,49.84,45.2,41.33,40.39,61.33,68.0,58.02,57.78
Net Int Inc & Other,2.5,-0.11,-0.39,-0.61,-1.66,-4.1,-2.82,-1.64,-1.64,-1.76,-2.02
EBT Margin,53.67,50.09,49.95,49.23,43.54,37.23,37.56,59.69,66.36,56.26,55.76
