Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-34.08,,,,,,8.45,3.9,-6.25,16.0,4.17
3-Year Average,-7.03,,,,,,,,1.84,4.15,
5-Year Average,-8.34,,,,,-16.6,,,,,
10-Year Average,-1.98,,,,,-12.57,-12.42,-9.58,-10.0,-10.61,
