Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,85.17,83.45,82.87,81.55,80.46,80.15,78.67,78.58
Gross Margin,,,,14.83,16.55,17.13,18.45,19.54,19.85,21.33,21.42
SG&A,,,,5.9,5.62,5.97,6.09,6.68,6.71,6.87,7.06
R&D,,,,,,,,,,,
Other,,,,2.13,0.69,1.64,1.55,1.51,1.78,2.77,2.25
Operating Margin,,,,6.8,10.25,9.51,10.81,11.34,11.36,11.69,12.11
Net Int Inc & Other,,,,0.03,-0.86,-0.84,-1.07,-0.92,-1.42,-3.13,-2.67
EBT Margin,,,,6.83,9.39,8.67,9.74,10.42,9.94,8.55,9.44
