Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,29.38,-40.32,47.48,53.09,13.05,27.24,4.43,-23.5,12.45,-59.75,-81.54
3-Year Average,16.06,-6.12,4.43,10.45,36.67,30.1,14.53,0.55,-3.51,-29.78,
5-Year Average,23.27,0.9,6.59,13.32,14.53,14.15,27.67,11.96,5.26,-14.38,
10-Year Average,31.42,18.57,16.34,93.22,23.77,18.63,13.5,9.24,9.22,-0.97,
