Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,271.0,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,120.39,63.21,34.32,69.59,109.33,115.98,78.62,70.5,49.6,53.87,43.19
Free Cash Flow/Sales %,-78.04,-18.34,5.97,5.19,-36.3,-46.22,-19.97,-23.86,-23.73,-14.7,-11.09
Free Cash Flow/Net Income,-3.83,-2.0,-1.54,0.15,-0.91,-6.34,0.87,-1.3,4.19,1.01,-5.08
