Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,72.9,73.02,74.13,72.6,72.41,73.05,71.5,70.64,72.07,72.43,73.01
Gross Margin,27.1,26.98,25.87,27.4,27.59,26.95,28.5,29.36,27.93,27.57,26.99
SG&A,11.16,11.25,11.51,11.09,11.05,11.18,11.24,10.66,10.49,10.59,10.88
R&D,3.06,2.96,2.97,3.17,3.5,4.11,4.14,4.27,4.06,4.08,4.07
Other,,,-0.78,-0.06,-1.03,-1.65,-1.98,-2.14,0.38,-1.37,-2.18
Operating Margin,12.87,12.76,12.16,13.2,14.07,13.32,15.1,16.57,13.0,14.28,14.21
Net Int Inc & Other,-1.22,-1.15,-1.18,-1.24,-0.89,-1.34,-1.58,-1.52,-1.47,-1.82,-1.75
EBT Margin,11.66,11.61,10.99,11.95,13.18,11.98,13.52,15.05,11.53,12.46,12.46
