Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,31.62,,,-0.39,21.46,20.14
3-Year Average,,,,,,,,17.68,7.24,,
5-Year Average,,,,,,,,,,14.54,
10-Year Average,,,,,,,,,,,
