Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,7.16,16.89,10.42,-5.89,1.52,-1.31,-10.73,-3.53,0.83,-0.29,
Free Cash Flow Growth % YOY,7.47,31.5,19.9,-11.39,2.6,-2.04,-10.25,-4.95,1.36,-0.38,
Cap Ex as a % of Sales,5.57,4.72,4.26,4.76,4.37,4.59,4.21,4.51,5.08,5.19,4.85
Free Cash Flow/Sales %,10.72,13.44,17.44,14.81,14.2,14.45,13.57,13.67,15.73,16.03,14.09
Free Cash Flow/Net Income,1.02,1.13,1.24,1.0,0.96,0.9,0.81,1.06,0.97,1.08,0.98
