Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.53,10.36,-21.3,19.95,15.28,7.0,4.96,9.22,-9.07,-8.58,4.52
3-Year Average,10.06,9.79,-3.17,1.38,2.86,13.95,8.99,7.04,1.39,-3.17,
5-Year Average,5.45,9.24,2.97,4.55,4.65,5.15,4.09,11.15,5.16,0.39,
10-Year Average,3.93,5.47,2.29,3.63,5.03,5.3,6.64,6.98,4.85,2.5,
