Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,7.02,,8.67,9.52,10.96,10.92,10.76,10.64,9.15,5.89,5.71
R&D,,,,,,,,,,,
Other,70.64,95.57,79.07,70.63,73.28,74.71,73.65,76.73,89.03,86.97,82.59
Operating Margin,22.34,4.43,12.25,19.86,15.75,14.37,15.58,12.64,1.82,7.14,11.7
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,22.34,4.43,12.25,19.86,15.75,14.37,15.58,12.64,1.82,7.14,11.7
