Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.87,-23.96,12.11,23.54,4.32,1.48,4.28,-4.76,-6.79,7.34,8.38
3-Year Average,4.43,-7.99,-0.99,1.74,13.05,9.36,3.35,0.26,-2.54,-1.6,
5-Year Average,6.78,-0.36,-0.59,1.53,4.58,2.2,8.86,5.37,-0.41,0.17,
10-Year Average,-1.68,-4.74,-3.79,3.33,4.82,4.46,4.15,2.34,0.56,2.35,
