Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,21.27,-3.38,17.52,-10.03,,,,-5.34,-42.34,-8.89
3-Year Average,,58.25,12.93,11.25,0.71,,-10.79,-7.59,,-18.28,
5-Year Average,,31.39,22.25,35.1,8.78,,-4.22,-3.56,-7.64,-15.5,
10-Year Average,,8.9,6.52,7.44,31.79,,12.18,8.58,11.7,-4.13,
