Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,60.46,,,,,,71.43,45.83,25.71,9.09,
3-Year Average,123.81,,,7.43,,,-8.18,,46.48,25.99,
5-Year Average,75.77,,,36.76,,-10.95,,,7.26,,
10-Year Average,,,,,,25.11,24.24,31.7,21.11,11.91,
