Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,83.0,83.97,81.76,84.17,84.2,84.88,85.6,85.1,83.17,82.67,83.96
Gross Margin,17.0,16.03,18.24,15.83,15.8,15.12,14.4,14.9,16.83,17.33,16.04
SG&A,10.03,9.36,10.52,9.11,9.09,9.18,9.05,9.35,10.46,10.96,10.75
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,6.97,6.66,7.72,6.72,6.7,5.95,5.35,5.56,6.37,6.37,5.29
Net Int Inc & Other,0.19,0.08,0.03,0.01,0.02,2.49,-0.07,-0.19,-0.26,-0.19,-0.23
EBT Margin,7.16,6.74,7.75,6.73,6.72,8.44,5.28,5.37,6.11,6.18,5.06
